,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,31,SAC,NBA,SG,62,1010,4%,93%,3%,,,+4.9,-1.8,38,7,31,5,22,0,286,3,4
2001-02,32,DET,NBA,SG,82,1985,1%,99%,1%,,,+4.5,+3.7,79,24,53,4,26,0,609,10,13
2002-03,33,DET,NBA,SG,80,1473,14%,85%,1%,,,+10.4,+9.8,59,15,50,4,34,0,458,6,13
2003-04,34,DEN,NBA,SG,57,1101,1%,93%,6%,,,-0.2,-1.6,37,13,31,3,24,0,315,3,7
2004-05,35,TOT,NBA,SG,69,1505,4%,73%,22%,,,+7.8,+13.3,49,16,43,0,16,0,362,1,8
2004-05,35,ATL,NBA,SG,16,275,16%,83%,2%,,,-16.1,-5.8,10,4,16,0,3,0,61,0,2
2004-05,35,HOU,NBA,SG,53,1230,1%,71%,27%,,,+13.3,+12.3,39,12,27,0,13,0,301,1,6
2005-06,36,HOU,NBA,SG,20,342,1%,62%,36%,2%,,-8.1,-7.3,15,6,11,1,9,1,63,1,2
Career,,,NBA,,370,7416,4%,88%,8%,,,+5.1,+4.8,277,81,219,17,131,1,2093,24,47
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,162,3458,6%,93%,1%,,,+7.0,+6.3,138,39,103,8,60,0,1067,16,26
2 seasons,,HOU,NBA,,73,1572,1%,69%,29%,1%,,+8.6,+8.0,54,18,38,1,22,1,364,2,8
1 season,,SAC,NBA,,62,1010,4%,93%,3%,,,+4.9,-1.8,38,7,31,5,22,0,286,3,4
1 season,,DEN,NBA,,57,1101,1%,93%,6%,,,-0.2,-1.6,37,13,31,3,24,0,315,3,7
1 season,,ATL,NBA,,16,275,16%,83%,2%,,,-16.1,-5.8,10,4,16,0,3,0,61,0,2
