,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,31,SAC,NBA,SG,7,55,16%,70%,15%,,,+2.9,+2.9,1,1,1,1,0,0,9,0,1
2001-02,32,DET,NBA,SG,10,177,,99%,1%,,,-1.0,-1.3,9,8,5,0,1,0,49,0,3
2002-03,33,DET,NBA,SG,14,172,12%,87%,1%,,,-5.6,-8.0,5,2,5,0,3,0,46,0,0
2003-04,34,DEN,NBA,SG,5,100,,87%,13%,,,-6.9,-3.9,2,2,1,0,2,0,21,1,3
2004-05,35,HOU,NBA,SG,7,183,,25%,75%,1%,,+4.3,+15.9,4,2,9,0,3,0,18,0,1
Career,,,NBA,,43,687,4%,72%,23%,,,-1.3,+1.5,21,15,21,1,9,0,143,1,8
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,24,349,6%,93%,1%,,,-3.2,-4.6,14,10,10,0,4,0,95,0,3
1 season,,HOU,NBA,,7,183,,25%,75%,1%,,+4.3,+15.9,4,2,9,0,3,0,18,0,1
1 season,,SAC,NBA,,7,55,16%,70%,15%,,,+2.9,+2.9,1,1,1,1,0,0,9,0,1
1 season,,DEN,NBA,,5,100,,87%,13%,,,-6.9,-3.9,2,2,1,0,2,0,21,1,3
