Season,Team,Lg,Salary
1998-99,Minnesota Timberwolves,NBA,"$287,500"
1999-00,Minnesota Timberwolves,NBA,"$385,000"
2000-01,Minnesota Timberwolves,NBA,"$498,500"
Career,(may be incomplete),,"$1,171,000"
