,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2011-12,18,MEMPHIS,19,455,68,140,15,37,17,24,14,61,15,11,14,24,26,168,.486,.405,.708,23.9,8.8,3.2,0.8
2012-13,19,MEMPHIS,36,1056,155,383,26,89,85,113,55,161,69,24,25,58,50,421,.405,.292,.752,29.3,11.7,4.5,1.9
Career,,,55,1511,223,523,41,126,102,137,69,222,84,35,39,82,76,589,.426,.325,.745,27.5,10.7,4.0,1.5
