Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,31,LAL,NBA,PF,5,NA,172,4,9.7,0.417,4.3,4.9,0.889,4,10,14,5.1,1.3,0.3,2.2,12.4,NA,NA,101
Career,NA,,NBA,,5,NA,172,4,9.7,0.445,4.3,4.9,0.733,4,10,14,5.1,1.3,0.3,2.2,12.4,NA,NA,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,5,NA,172,4,9.7,0.454,4.3,4.9,0.771,4,10,14,5.1,1.3,0.3,2.2,12.4,NA,NA,101
1 season,NA,DET,NBA,,0,NA,0,NA,NA,0.408,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CIN,NBA,,0,NA,0,NA,NA,0.433,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
