Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,CIN,NBA,PF,3,NA,13,1.7,6,0.278,0.7,1,0.667,NA,NA,6.7,1,NA,NA,0.7,4
1965-66,23,CIN,NBA,PF,5,NA,30,5,12.4,0.403,5.4,7.6,0.711,NA,NA,7.4,0,NA,NA,4,15.4
1966-67,24,CIN,NBA,SF,4,NA,35,7,13.5,0.519,2,3.8,0.533,NA,NA,6.8,1.5,NA,NA,3.8,16
1967-68,25,DET,NBA,PF,6,NA,24.8,4.8,11.8,0.408,2,3.3,0.6,NA,NA,6.2,1.2,NA,NA,3.7,11.7
1969-70,27,LAL,NBA,PF,16,NA,18.5,2.9,6.8,0.435,1.5,2.2,0.686,NA,NA,4.8,1.3,NA,NA,1.9,7.4
1970-71,28,LAL,NBA,PF,12,NA,39.3,6.9,13.7,0.506,3.2,4.2,0.76,NA,NA,9.1,2.8,NA,NA,3.4,17
1971-72,29,LAL,NBA,PF,15,NA,38.5,4.9,11.2,0.44,3.6,4.5,0.794,NA,NA,13.1,2.1,NA,NA,2.9,13.5
1972-73,30,LAL,NBA,PF,3,NA,8.7,0.3,3,0.111,2,2.7,0.75,NA,NA,1.3,0.3,NA,NA,0.7,2.7
1973-74,31,LAL,NBA,PF,5,NA,34.4,3,7.2,0.417,3.2,3.6,0.889,3,7.4,10.4,3.8,1,0.2,1.6,9.2
Career,NA,,NBA,,69,NA,29.3,4.4,10,0.445,2.7,3.7,0.733,3,7.4,8.1,1.8,1,0.2,2.7,11.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,51,NA,30.2,4.3,9.5,0.454,2.7,3.5,0.771,3,7.4,8.6,2.1,1,0.2,2.5,11.3
3 seasons,NA,CIN,NBA,,12,NA,27.4,4.8,11.2,0.433,3.1,4.7,0.661,NA,NA,7,0.8,NA,NA,3.1,12.8
1 season,NA,DET,NBA,,6,NA,24.8,4.8,11.8,0.408,2,3.3,0.6,NA,NA,6.2,1.2,NA,NA,3.7,11.7
