Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1964-65,22,CIN,NBA,PF,3,39,11.4,0.311,0.167,NA,NA,NA,10.5,NA,NA,NA,-0.1,0,-0.1,-0.176,NA,NA,NA,NA,NA
1965-66,23,CIN,NBA,PF,5,150,13.5,0.489,0.613,NA,NA,NA,0,NA,NA,NA,0.1,0,0.2,0.055,NA,NA,NA,NA,NA
1966-67,24,CIN,NBA,SF,4,140,13.5,0.528,0.278,NA,NA,NA,5.8,NA,NA,NA,0.3,-0.1,0.2,0.074,NA,NA,NA,NA,NA
1967-68,25,DET,NBA,PF,6,149,12.3,0.439,0.282,NA,NA,NA,6.6,NA,NA,NA,-0.1,0.2,0.1,0.046,NA,NA,NA,NA,NA
1969-70,27,LAL,NBA,PF,16,296,12.3,0.478,0.324,NA,NA,NA,8.9,NA,NA,NA,0.1,0.2,0.4,0.058,NA,NA,NA,NA,NA
1970-71,28,LAL,NBA,PF,12,471,16.7,0.548,0.305,NA,NA,11.3,11,NA,NA,NA,1.1,0.2,1.3,0.134,NA,NA,NA,NA,NA
1971-72,29,LAL,NBA,PF,15,577,15.2,0.51,0.405,NA,NA,15.4,7.6,NA,NA,NA,0.6,1.2,1.8,0.148,NA,NA,NA,NA,NA
1972-73,30,LAL,NBA,PF,3,26,4.5,0.319,0.889,NA,NA,7,4.7,NA,NA,NA,-0.1,0,-0.1,-0.142,NA,NA,NA,NA,NA
1973-74,31,LAL,NBA,PF,5,172,14.9,0.524,0.5,7.5,22.6,14.3,16.3,1.3,0.3,NA,0.2,0.1,0.3,0.084,NA,0.5,0.9,1.4,0.1
Career,NA,,NBA,,69,2020,14.4,0.499,0.37,7.5,22.6,13.5,8.6,1.3,0.3,NA,2.1,1.9,4.1,0.097,NA,0.5,0.9,1.4,0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,51,1542,14.9,0.513,0.369,7.5,22.6,13.5,9.8,1.3,0.3,NA,1.9,1.7,3.7,0.114,NA,0.5,0.9,1.4,0.1
3 seasons,NA,CIN,NBA,,12,329,13.3,0.482,0.418,NA,NA,NA,3.7,NA,NA,NA,0.3,0,0.2,0.035,NA,NA,NA,NA,NA
1 season,NA,DET,NBA,,6,149,12.3,0.439,0.282,NA,NA,NA,6.6,NA,NA,NA,-0.1,0.2,0.1,0.046,NA,NA,NA,NA,NA
