Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1964-65,22,CIN,NBA,PF,61,736,15,0.439,0.47,NA,NA,NA,5.1,NA,NA,NA,-0.1,0.5,0.4,0.027,NA,NA,NA,NA,NA
1965-66,23,CIN,NBA,PF,72,1794,16.8,0.532,0.394,NA,NA,NA,3.4,NA,NA,NA,4.1,1.3,5.3,0.142,NA,NA,NA,NA,NA
1966-67,24,CIN,NBA,SF,79,2442,13.8,0.519,0.397,NA,NA,NA,3.4,NA,NA,NA,3.7,1.4,5.1,0.101,NA,NA,NA,NA,NA
1967-68,25,TOT,NBA,PF,74,2517,16,0.545,0.529,NA,NA,NA,5.1,NA,NA,NA,5.5,1,6.5,0.124,NA,NA,NA,NA,NA
1967-68,25,CIN,NBA,PF,48,1625,15.2,0.55,0.47,NA,NA,NA,4.9,NA,NA,NA,3.6,0.3,4,0.117,NA,NA,NA,NA,NA
1967-68,25,DET,NBA,PF,26,892,17.3,0.537,0.633,NA,NA,NA,5.4,NA,NA,NA,1.8,0.7,2.5,0.137,NA,NA,NA,NA,NA
1968-69,26,DET,NBA,PF,81,2889,17.2,0.533,0.489,NA,NA,NA,5.2,NA,NA,NA,5.8,1.2,7,0.116,NA,NA,NA,NA,NA
1969-70,27,TOT,NBA,PF,70,2427,18.4,0.559,0.424,NA,NA,NA,6.9,NA,NA,NA,5.6,3.2,8.8,0.174,NA,NA,NA,NA,NA
1969-70,27,DET,NBA,PF,15,282,19.5,0.608,0.612,NA,NA,NA,5.6,NA,NA,NA,1,0.2,1.1,0.191,NA,NA,NA,NA,NA
1969-70,27,LAL,NBA,PF,55,2145,18.3,0.553,0.402,NA,NA,NA,7.1,NA,NA,NA,4.6,3.1,7.7,0.172,NA,NA,NA,NA,NA
1970-71,28,LAL,NBA,PF,80,2921,16.2,0.522,0.35,NA,NA,12.2,7.7,NA,NA,NA,4.7,2.6,7.2,0.119,NA,NA,NA,NA,NA
1971-72,29,LAL,NBA,PF,80,2748,15.7,0.538,0.5,NA,NA,16.8,8.2,NA,NA,NA,3.9,5.3,9.2,0.161,NA,NA,NA,NA,NA
1972-73,30,LAL,NBA,PF,28,939,20,0.561,0.543,NA,NA,18,9.3,NA,NA,NA,2.4,1.8,4.2,0.214,NA,NA,NA,NA,NA
1973-74,31,LAL,NBA,PF,77,2634,17.2,0.583,0.586,12.1,23.5,18,10.5,1,0.3,NA,5.6,3.7,9.3,0.17,NA,1.4,-0.6,0.7,1.8
1974-75,32,LAL,NBA,PF,74,2283,16.2,0.579,0.506,12.8,26.7,19.8,10.2,1,0.2,NA,4.4,2.6,7,0.146,NA,1.2,-0.9,0.3,1.3
Career,NA,,NBA,,776,24330,16.5,0.539,0.46,12.4,25,16.6,6.9,1,0.3,NA,45.5,24.5,70,0.138,NA,1.3,-0.8,0.5,3.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,394,13670,16.9,0.551,0.458,12.4,25,16.6,8.8,1,0.3,NA,25.5,19,44.6,0.156,NA,1.3,-0.8,0.5,3.1
4 seasons,NA,CIN,NBA,,260,6597,15.1,0.52,0.422,NA,NA,NA,4,NA,NA,NA,11.3,3.5,14.8,0.108,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,122,4063,17.4,0.539,0.529,NA,NA,NA,5.3,NA,NA,NA,8.6,2,10.7,0.126,NA,NA,NA,NA,NA
