Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,31,LAL,NBA,PF,77,NA,2634,6.3,12.4,0.507,5.6,7.3,0.771,5.5,11.5,17,3.4,1,0.3,4.3,18.2,NA,NA,95
1974-75,32,LAL,NBA,PF,74,NA,2283,5.4,10.6,0.506,4.3,5.4,0.801,6,12.7,18.7,3.4,1,0.2,4.3,15,NA,NA,97
Career,NA,,NBA,,151,NA,4917,5.9,11.6,0.478,5,6.4,0.741,5.7,12,17.7,3.4,1,0.3,4.3,16.7,NA,NA,96
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,151,NA,4917,5.9,11.6,0.482,5,6.4,0.785,5.7,12,17.7,3.4,1,0.3,4.3,16.7,NA,NA,96
3 seasons,NA,DET,NBA,,0,NA,0,NA,NA,0.472,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,CIN,NBA,,0,NA,0,NA,NA,0.474,NA,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
