,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,CIN,NBA,,8,,8,14,,,,,,,,22
1965-66,23,CIN,NBA,,12,,9,15,,,,,,,,28
1966-67,24,CIN,NBA,,14,,16,23,,,,,,,,33
1967-68,25,TOT,NBA,,13,,14,17,,,,,,,,30
1967-68,25,CIN,NBA,,13,,10,14,,,,,,,,30
1967-68,25,DET,NBA,,11,,14,17,,,,,,,,30
1968-69,26,DET,NBA,,14,,14,18,,,,,,,,31
1969-70,27,TOT,NBA,,13,,12,14,,,,,,,,34
1969-70,27,DET,NBA,,9,,8,10,,,,,,,,24
1969-70,27,LAL,NBA,,13,,12,14,,,,,,,,34
1970-71,28,LAL,NBA,,14,,10,14,,,,,,,,31
1971-72,29,LAL,NBA,,9,,13,16,,,,,,,,27
1972-73,30,LAL,NBA,,11,,13,16,,,,,,,,30
1973-74,31,LAL,NBA,,11,17,13,15,,,29,9,,,6,29
1974-75,32,LAL,NBA,,9,,7,11,,,,,,,,21
Career,,,,,14,,16,23,,,,,,,,34
6 Seasons,,LAL,NBA,,14,,13,16,,,,,,,,34
4 Seasons,,CIN,NBA,,14,,16,23,,,,,,,,33
3 Seasons,,DET,NBA,,14,,14,18,,,,,,,,31
