Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1964-65,22,CIN,NBA,PF,61,NA,736,6.4,17.2,0.373,5.4,8.1,0.667,NA,NA,14.3,1.3,NA,NA,4.6,18.2
1965-66,23,CIN,NBA,PF,72,NA,1794,8,16.3,0.489,4.4,6.4,0.685,NA,NA,11,0.9,NA,NA,4.3,20.4
1966-67,24,CIN,NBA,SF,79,NA,2442,6.8,14.2,0.479,3.7,5.6,0.66,NA,NA,9.3,0.9,NA,NA,4,17.3
1967-68,25,TOT,NBA,PF,74,NA,2517,6.9,14.1,0.487,5.2,7.5,0.699,NA,NA,8.8,1.4,NA,NA,2.8,19
1967-68,25,CIN,NBA,PF,48,NA,1625,7,14,0.503,4.5,6.6,0.686,NA,NA,7.9,1.3,NA,NA,2.8,18.5
1967-68,25,DET,NBA,PF,26,NA,892,6.6,14.4,0.459,6.5,9.1,0.717,NA,NA,10.6,1.5,NA,NA,2.9,19.8
1968-69,26,DET,NBA,PF,81,NA,2889,6.6,14.1,0.469,5,6.9,0.731,NA,NA,12,1.4,NA,NA,3.2,18.2
1969-70,27,TOT,NBA,PF,70,NA,2427,7.2,14.4,0.496,4.8,6.1,0.789,NA,NA,11.5,1.8,NA,NA,3.4,19.2
1969-70,27,DET,NBA,PF,15,NA,282,7.3,13.1,0.553,5.7,8,0.714,NA,NA,11.2,1.4,NA,NA,4.6,20.3
1969-70,27,LAL,NBA,PF,55,NA,2145,7.1,14.6,0.49,4.7,5.9,0.803,NA,NA,11.5,1.8,NA,NA,3.3,19
1970-71,28,LAL,NBA,PF,80,NA,2921,7.1,15.2,0.466,4.2,5.3,0.782,NA,NA,9.8,2.1,NA,NA,3.2,18.3
1971-72,29,LAL,NBA,PF,80,NA,2748,4.8,10.5,0.461,4.1,5.2,0.779,NA,NA,13.7,2.5,NA,NA,3.3,13.7
1972-73,30,LAL,NBA,PF,28,NA,939,6.1,12.6,0.482,5.4,6.8,0.787,NA,NA,14.2,2.6,NA,NA,3,17.5
1973-74,31,LAL,NBA,PF,77,NA,2634,5.3,10.4,0.507,4.7,6.1,0.771,4.6,9.6,14.2,2.8,0.9,0.2,3.6,15.2
1974-75,32,LAL,NBA,PF,74,NA,2283,4.3,8.5,0.506,3.4,4.3,0.801,4.8,10.1,14.9,2.7,0.8,0.2,3.4,12
Career,NA,,NBA,,776,NA,24330,6.3,13.1,0.478,4.5,6,0.741,4.7,9.9,11.9,1.9,0.8,0.2,3.5,17
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,LAL,NBA,,394,NA,13670,5.7,11.9,0.482,4.3,5.5,0.785,4.7,9.9,12.9,2.4,0.8,0.2,3.3,15.8
4 seasons,NA,CIN,NBA,,260,NA,6597,7.1,15,0.474,4.3,6.4,0.674,NA,NA,10,1,NA,NA,3.9,18.5
3 seasons,NA,DET,NBA,,122,NA,4063,6.7,14.1,0.472,5.4,7.5,0.726,NA,NA,11.6,1.4,NA,NA,3.2,18.7
