Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,22,NYA,ABA,C,2,5,-23.5,0,0,0.25,NA,NA,20.1,0,NA,NA,NA,NA,-0.1,0,-0.1,-1.092
Career,NA,,ABA,,2,5,-23.5,0,0,0.25,NA,NA,20.1,0,NA,NA,NA,NA,-0.1,0,-0.1,-1.092
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NYA,ABA,,2,5,-23.5,0,0,0.25,NA,NA,20.1,0,NA,NA,NA,NA,-0.1,0,-0.1,-1.092
