Season,Team,Lg,Salary
1996-97,Los Angeles Lakers,NBA,"$612,000"
1997-98,Los Angeles Lakers,NBA,"$703,200"
1998-99,Los Angeles Lakers,NBA,"$795,000"
1999-00,Los Angeles Lakers,NBA,"$3,000,000"
2000-01,Los Angeles Lakers,NBA,"$3,380,000"
2001-02,Los Angeles Lakers,NBA,"$3,000,000"
2002-03,Los Angeles Lakers,NBA,"$3,000,000"
2003-04,Los Angeles Lakers,NBA,"$3,000,000"
2004-05,Golden State Warriors,NBA,"$4,903,000"
2005-06,Golden State Warriors,NBA,"$5,393,300"
2006-07,Utah Jazz,NBA,"$5,883,600"
2007-08,Utah Jazz,NBA,"$6,373,900"
2007-08,Los Angeles Lakers,NBA,"$4,350,000"
2008-09,Los Angeles Lakers,NBA,"$4,700,000"
2009-10,Los Angeles Lakers,NBA,"$5,048,000"
2010-11,Los Angeles Lakers,NBA,"$3,700,000"
2011-12,Los Angeles Lakers,NBA,"$3,400,000"
2012-13,Oklahoma City Thunder,NBA,"$413,608"
2012-13,Dallas Mavericks,NBA,"$182,942"
2013-14,Oklahoma City Thunder,NBA,"$1,399,507"
Career,(may be incomplete),,"$63,238,057"
