,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,23,LAL,NBA,9:14,3,5,0,1,3,4,2,2,0,2,2,0,0,0,1,1,6,2.9
1999-00,24,TOT,NBA,32:31,7,11,2,3,7,11,5,6,3,6,7,4,4,1,5,6,19,13.0
1999-00,24,LAL,NBA,8:48,3,4,0,0,3,4,0,2,0,1,1,1,1,0,2,1,6,6.1
1999-00,24,GSW,NBA,32:31,7,11,2,3,7,11,5,6,3,6,7,4,4,1,5,6,19,13.0
2000-01,25,MIN,NBA,15:59,6,9,0,0,6,9,2,3,1,2,3,2,1,0,0,5,12,9.5
Career,,,,32:31,7,11,2,3,7,11,5,6,3,6,7,4,4,1,5,6,19,13.0
1 Season,,GSW,NBA,32:31,7,11,2,3,7,11,5,6,3,6,7,4,4,1,5,6,19,13.0
1 Season,,MIN,NBA,15:59,6,9,0,0,6,9,2,3,1,2,3,2,1,0,0,5,12,9.5
2 Seasons,,LAL,NBA,9:14,3,5,0,1,3,4,2,2,0,2,2,1,1,0,2,1,6,6.1
