Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,23,LAL,NBA,PG,2,0,12,9,15,0.6,0,3,0,9,12,0.75,6,6,1,0,9,9,0,0,0,3,6,24
1999-00,24,TOT,NBA,PG,52,5,681,5.7,11.2,0.509,0.5,1.3,0.375,5.2,9.9,0.527,1.6,2.2,0.732,1.3,2.4,3.8,1.7,1.6,0.2,1.7,6,13.5
1999-00,24,LAL,NBA,PG,3,0,18,10,18,0.556,0,0,NA,10,18,0.556,0,4,0,0,2,2,4,2,0,4,2,20
1999-00,24,GSW,NBA,PG,49,5,663,5.6,11,0.507,0.5,1.3,0.375,5.1,9.7,0.525,1.6,2.1,0.769,1.4,2.4,3.8,1.6,1.6,0.2,1.7,6.1,13.3
2000-01,25,MIN,NBA,PG,14,0,59,5.5,11,0.5,0,0,NA,5.5,11,0.5,1.2,1.8,0.667,1.8,1.8,3.7,2.4,1.8,0,0,11.6,12.2
Career,NA,,NBA,,68,5,752,5.7,11.3,0.511,0.4,1.2,0.36,5.3,10.1,0.529,1.6,2.2,0.739,1.3,2.5,3.8,1.7,1.6,0.1,1.6,6.4,13.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,GSW,NBA,,49,5,663,5.6,11,0.507,0.5,1.3,0.375,5.1,9.7,0.525,1.6,2.1,0.769,1.4,2.4,3.8,1.6,1.6,0.2,1.7,6.1,13.3
1 season,NA,MIN,NBA,,14,0,59,5.5,11,0.5,0,0,NA,5.5,11,0.5,1.2,1.8,0.667,1.8,1.8,3.7,2.4,1.8,0,0,11.6,12.2
2 seasons,NA,LAL,NBA,,5,0,30,9.6,16.8,0.571,0,1.2,0,9.6,15.6,0.615,2.4,4.8,0.5,0,4.8,4.8,2.4,1.2,0,3.6,3.6,21.6
