Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1966-67,23,DET,NBA,PF,35,NA,8.9,0.9,2.3,0.402,0.9,1.5,0.593,2.9,0.3,1.6,2.8
1967-68,24,SEA,NBA,PF,81,NA,18.4,2.6,6,0.436,2.1,3,0.689,7.4,0.8,3.4,7.3
1968-69,25,SEA,NBA,PF,38,NA,12.2,2,5.1,0.387,1.6,2.6,0.639,3.9,0.6,2.1,5.6
1969-70,26,SEA,NBA,C,81,NA,13.3,1.9,4.2,0.446,1.7,2.3,0.731,4.4,0.9,2.4,5.5
1970-71,27,TOT,NBA,PF,71,NA,10.1,1.1,2.5,0.438,1.1,1.6,0.67,3.1,0.5,2.1,3.3
1970-71,27,POR,NBA,PF,2,NA,10,0.5,3,0.167,4.5,5.5,0.818,3.5,0.5,1.5,5.5
1970-71,27,BAL,NBA,PF,69,NA,10.1,1.1,2.5,0.448,1,1.5,0.653,3.1,0.4,2.1,3.2
1971-72,28,BAL,NBA,PF,51,NA,8.3,0.8,2.2,0.381,0.5,0.8,0.615,2.5,0.3,1.5,2.2
Career,NA,,NBA,,357,NA,12.6,1.7,3.9,0.425,1.4,2.1,0.679,4.4,0.6,2.3,4.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,200,NA,15.2,2.2,5.1,0.43,1.8,2.6,0.694,5.5,0.8,2.7,6.2
2 seasons,NA,BAL,NBA,,120,NA,9.3,1,2.4,0.421,0.8,1.2,0.643,2.8,0.4,1.9,2.8
1 season,NA,DET,NBA,,35,NA,8.9,0.9,2.3,0.402,0.9,1.5,0.593,2.9,0.3,1.6,2.8
1 season,NA,POR,NBA,,2,NA,10,0.5,3,0.167,4.5,5.5,0.818,3.5,0.5,1.5,5.5
