Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1966-67,23,DET,NBA,PF,35,311,10,0.463,0.659,NA,NA,NA,4.9,NA,0.1,0.4,0.5,0.072
1967-68,24,SEA,NBA,PF,81,1494,12.8,0.499,0.504,NA,NA,NA,5.6,NA,1.2,1,2.2,0.07
1968-69,25,SEA,NBA,PF,38,465,12.1,0.448,0.5,NA,NA,NA,6.2,NA,-0.1,0.3,0.2,0.024
1969-70,26,SEA,NBA,C,81,1079,13.1,0.52,0.542,NA,NA,NA,8.9,NA,1.1,0.8,1.9,0.083
1970-71,27,TOT,NBA,PF,71,716,10.4,0.508,0.629,NA,NA,13.6,5.4,NA,0.6,1,1.6,0.109
1970-71,27,POR,NBA,PF,2,20,16.3,0.507,1.833,NA,NA,15.2,5.6,NA,0,0,0,0.118
1970-71,27,BAL,NBA,PF,69,696,10.2,0.508,0.587,NA,NA,13.6,5.4,NA,0.6,1,1.6,0.108
1971-72,28,BAL,NBA,PF,51,421,7.8,0.423,0.345,NA,NA,14.1,5.2,NA,-0.3,0.5,0.1,0.017
Career,NA,,NBA,,357,4486,11.7,0.49,0.525,NA,NA,13.8,6.3,NA,2.6,3.9,6.5,0.07
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,200,3038,12.8,0.496,0.516,NA,NA,NA,6.8,NA,2.2,2,4.3,0.068
2 seasons,NA,BAL,NBA,,120,1117,9.3,0.476,0.491,NA,NA,13.8,5.3,NA,0.3,1.5,1.7,0.074
1 season,NA,DET,NBA,,35,311,10,0.463,0.659,NA,NA,NA,4.9,NA,0.1,0.4,0.5,0.072
1 season,NA,POR,NBA,,2,20,16.3,0.507,1.833,NA,NA,15.2,5.6,NA,0,0,0,0.118
