,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,21,CHH,NBA,PG,10,397,100%,,,,,+6.1,-5.2,11,3,10,3,22,0,128,5,11
2001-02,22,CHH,NBA,PG,9,401,100%,,,,,+3.6,+37.7,22,2,13,3,23,0,152,3,10
2002-03,23,NOH,NBA,PG,5,194,87%,13%,,,,+4.0,+15.9,4,6,5,3,8,0,92,0,2
2003-04,24,NOH,NBA,PG,7,260,64%,36%,,,,+0.5,+17.7,10,6,3,3,14,0,109,4,6
2006-07,27,GSW,NBA,PG,11,445,100%,,,,,+4.8,+19.4,14,10,13,2,28,7,181,4,8
2011-12,32,NYK,NBA,PG,4,97,100%,,,,,-18.2,-3.0,7,2,4,3,2,1,27,1,0
Career,,,NBA,,46,1794,93%,7%,,,,+2.8,+16.2,68,29,48,17,97,8,689,17,37
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,CHH,NBA,,19,798,100%,,,,,+4.8,+16.3,33,5,23,6,45,0,280,8,21
2 seasons,,NOH,NBA,,12,454,74%,26%,,,,+2.0,+16.9,14,12,8,6,22,0,201,4,8
1 season,,GSW,NBA,,11,445,100%,,,,,+4.8,+19.4,14,10,13,2,28,7,181,4,8
1 season,,NYK,NBA,,4,97,100%,,,,,-18.2,-3.0,7,2,4,3,2,1,27,1,0
