,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,21,CHH,NBA,PG,82,3192,98%,3%,,,,+4.7,+11.1,121,52,106,33,132,0,1284,30,42
2001-02,22,CHH,NBA,PG,82,3318,89%,11%,,,,+2.1,+7.0,138,60,110,26,144,0,1478,41,63
2002-03,23,NOH,NBA,PG,50,1889,92%,8%,,,,+4.3,+3.7,94,31,51,12,58,0,700,14,42
2003-04,24,NOH,NBA,PG,67,2686,54%,46%,,,,+2.8,+9.7,120,50,61,23,140,0,1105,34,64
2004-05,25,TOT,NBA,PG,46,1581,59%,41%,,,,+2.0,+9.1,87,23,37,11,93,0,829,23,24
2004-05,25,NOH,NBA,PG,18,593,66%,34%,,,,-3.6,+5.6,21,10,14,2,39,0,287,10,4
2004-05,25,GSW,NBA,PG,28,988,55%,46%,,,,+5.2,+10.1,66,13,23,9,54,0,542,13,20
2005-06,26,GSW,NBA,PG,54,1971,53%,47%,,,,+0.2,+4.0,93,32,62,11,114,19,1102,31,42
2006-07,27,GSW,NBA,PG,63,2221,89%,11%,,,,+4.7,+11.9,107,49,71,13,151,28,1167,43,56
2007-08,28,GSW,NBA,PG,82,3196,93%,7%,,,,+3.4,+7.5,136,49,102,22,181,33,1441,42,71
2008-09,29,LAC,NBA,PG,65,2248,90%,10%,,,,-8.8,+2.7,130,33,89,13,82,16,1095,18,57
2009-10,30,LAC,NBA,PG,75,2523,91%,9%,,,,-4.6,+6.9,131,45,105,17,109,19,1306,26,58
2010-11,31,TOT,NBA,PG,58,1649,88%,12%,,,,-0.8,+7.3,100,28,72,9,58,7,857,16,32
2010-11,31,LAC,NBA,PG,43,1269,88%,12%,,,,-0.4,+4.8,74,19,61,7,44,6,653,11,23
2010-11,31,CLE,NBA,PG,15,380,88%,12%,,,,-2.5,+7.8,26,9,11,2,14,1,204,5,9
2011-12,32,NYK,NBA,PG,29,595,94%,6%,,,,+3.2,-0.2,54,14,26,5,12,1,310,2,8
Career,,,NBA,,753,27069,83%,17%,,,,+1.2,+7.4,1311,466,892,195,1274,123,12674,320,559
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,GSW,NBA,,227,8376,78%,22%,,,,+3.2,+8.2,402,143,258,55,500,80,4252,129,189
3 seasons,,LAC,NBA,,183,6040,90%,10%,,,,-5.3,+4.9,335,97,255,37,235,41,3054,55,138
2 seasons,,CHH,NBA,,164,6510,93%,7%,,,,+3.4,+9.0,259,112,216,59,276,0,2762,71,105
3 seasons,,NOH,NBA,,135,5168,69%,31%,,,,+2.6,+7.1,235,91,126,37,237,0,2092,58,110
1 season,,NYK,NBA,,29,595,94%,6%,,,,+3.2,-0.2,54,14,26,5,12,1,310,2,8
1 season,,CLE,NBA,,15,380,88%,12%,,,,-2.5,+7.8,26,9,11,2,14,1,204,5,9
