Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,25,POR,NBA,PF,1,0,21:00,3,6,0.5,0,0,NA,3,4,0.75,2,4,0,1,1,0,0,9
2000-01,26,POR,NBA,PF,1,0,21:00,1,7,0.143,0,1,0,0,0,NA,1,4,2,1,0,2,0,2
2005-06,31,DET,NBA,PF,1,0,17:19,1,6,0.167,0,4,0,0,0,NA,0,2,0,1,0,0,1,2
2007-08,33,DET,NBA,C,1,0,17:37,1,5,0.2,1,5,0.2,0,0,NA,2,5,0,1,2,1,2,3
Career,NA,,NBA,,4,0,77,6,24,0.25,1,10,0.1,3,4,0.75,5,15,2,4,3,3,3,16
