,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,24,HOU,NBA,PG,6,200,90%,10%,,,,+1.5,+22.8,3,1,6,2,3,4,39,1,5
2013-14,25,HOU,NBA,PG,6,202,100%,,,,,-2.0,-5.9,1,1,6,1,3,3,25,0,4
2015-16,27,HOU,NBA,PG,5,129,100%,,,,,-14.0,+11.9,0,2,8,0,3,5,24,1,4
2016-17,28,HOU,NBA,SG,11,325,1%,94%,6%,,,+2.1,+0.9,7,6,14,2,7,2,83,2,6
2018-19,30,LAC,NBA,PG,6,195,100%,,,,,-13.6,-14.4,4,1,5,2,2,8,69,2,1
Career,,,NBA,,34,1051,67%,31%,2%,,,-3.7,+2.3,15,11,39,7,18,22,240,6,20
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,HOU,NBA,,28,856,60%,38%,2%,,,-1.5,+6.1,11,10,34,5,16,14,171,4,19
1 season,,LAC,NBA,,6,195,100%,,,,,-13.6,-14.4,4,1,5,2,2,8,69,2,1
