Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,23,TRI,NBA,NA,3,NA,NA,3,9,0.333,4,8,0.5,NA,0,4,10
Career,NA,,NBA,NA,3,NA,NA,3,9,0.333,4,8,0.5,NA,0,4,10
