Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,22,ROC,NBA,SF,71,NA,24.8,3.6,9,0.403,1.7,2.6,0.667,4.9,1.5,2,9
1957-58,23,CIN,NBA,SF,71,NA,14.5,2.1,5.6,0.378,1.3,2.1,0.629,3.6,0.7,1.9,5.6
1958-59,24,CIN,NBA,PF,72,NA,23.3,4.2,11.3,0.375,2.2,3.2,0.687,5.3,1.7,2.3,10.6
1959-60,25,TOT,NBA,SF,77,NA,23.8,3.8,9.5,0.401,1.7,2.6,0.639,6,1.5,2.7,9.3
1959-60,25,CIN,NBA,,52,NA,21.4,4.2,10.2,0.409,1.6,2.3,0.689,6.6,1.6,2.8,10
1959-60,25,STL,NBA,SF,25,NA,28.9,3,7.9,0.381,1.8,3.2,0.563,4.8,1.4,2.7,7.8
1960-61,26,STL,NBA,SF,29,NA,8.8,1.6,3.3,0.49,0.6,1.1,0.516,2.3,0.7,1.1,3.8
1961-62,27,CHP,NBA,PF,45,NA,13.6,1.8,5,0.369,0.9,1.3,0.661,3.4,0.7,2,4.6
1962-63,28,CIN,NBA,SF,48,NA,9.5,1.3,3.3,0.38,0.2,0.3,0.625,2,0.5,1.4,2.7
Career,NA,,NBA,,413,NA,18.5,2.9,7.4,0.391,1.4,2.1,0.652,4.3,1.2,2,7.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"ROC,CIN",NBA,,314,NA,19.2,3.1,8.1,0.39,1.5,2.2,0.668,4.5,1.3,2.1,7.8
2 seasons,NA,STL,NBA,,54,NA,18.1,2.3,5.4,0.416,1.1,2.1,0.55,3.5,1,1.8,5.6
1 season,NA,CHP,NBA,,45,NA,13.6,1.8,5,0.369,0.9,1.3,0.661,3.4,0.7,2,4.6
