Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,22,ROC,NBA,SF,71,NA,1759,5.3,13,0.403,2.5,3.7,0.667,7.2,2.2,2.9,13
1957-58,23,CIN,NBA,SF,71,NA,1032,5.2,13.8,0.378,3.3,5.3,0.629,8.9,1.8,4.7,13.8
1958-59,24,CIN,NBA,PF,72,NA,1674,6.6,17.5,0.375,3.4,4.9,0.687,8.3,2.7,3.5,16.5
1959-60,25,TOT,NBA,SF,77,NA,1833,5.7,14.3,0.401,2.5,4,0.639,9.1,2.3,4.1,14
1959-60,25,CIN,NBA,,52,NA,1111,7,17.2,0.409,2.7,4,0.689,11,2.7,4.6,16.8
1959-60,25,STL,NBA,SF,25,NA,722,3.7,9.8,0.381,2.2,4,0.563,6,1.7,3.4,9.7
1960-61,26,STL,NBA,SF,29,NA,254,6.7,13.6,0.49,2.3,4.4,0.516,9.6,2.7,4.4,15.6
1961-62,27,CHP,NBA,PF,45,NA,614,4.9,13.2,0.369,2.3,3.5,0.661,9.1,1.8,5.2,12
1962-63,28,CIN,NBA,SF,48,NA,457,4.7,12.4,0.38,0.8,1.3,0.625,7.6,2,5.3,10.2
Career,NA,,NBA,,413,NA,7623,5.6,14.4,0.391,2.7,4.1,0.652,8.4,2.3,3.9,14
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"ROC,CIN",NBA,,314,NA,6033,5.9,15.1,0.39,2.8,4.2,0.668,8.5,2.4,3.9,14.6
2 seasons,NA,STL,NBA,,54,NA,976,4.5,10.8,0.416,2.3,4.1,0.55,6.9,2,3.7,11.3
1 season,NA,CHP,NBA,,45,NA,614,4.9,13.2,0.369,2.3,3.5,0.661,9.1,1.8,5.2,12
