,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1970-71,22,VIR,ABA,,19,,2,,,,13,19,,,,,,,,,46,
1971-72,23,VIR,ABA,,20,,3,,,,17,17,,,,,,,,,50,
1971-72,23,PHO,NBA,,10,26,,,,,5,6,,,7,7,,,,5,23,
1972-73,24,PHO,NBA,,17,33,,,,,17,22,,,13,15,,,,6,42,
1973-74,25,PHO,NBA,,19,37,,,,,11,15,4,7,10,9,6,,,6,44,
1974-75,26,PHO,NBA,,17,34,,,,,12,14,4,8,8,13,5,2,,6,41,
1975-76,27,BOS,NBA,,13,,,,,,10,12,,,,,,,,,32,
1976-77,28,BOS,NBA,,14,,,,,,14,17,,,,,,,,,31,
1977-78,29,TOT,NBA,,14,,,,,,8,11,,,,,,,,,30,
1977-78,29,BOS,NBA,,14,,,,,,7,11,,,,,,,,,30,
1977-78,29,LAL,NBA,,10,,,,,,8,8,,,,,,,,,24,
1978-79,30,DEN,NBA,,12,19,,,,,8,10,3,7,9,12,5,2,8,6,28,20.1
1979-80,31,DEN,NBA,,12,,1,,,,6,7,,,,,,,,,30,
Career,,,TOT,,20,,,,,,17,22,,,,,,,,,50,
,,,NBA,,19,,,,,,17,22,,,,,,,,,44,
,,,ABA,,20,,3,,,,17,19,,,,,,,,,50,
,,,,,,,,,,,,,,,,,,,,,,
4 Seasons,,PHO,NBA,,19,37,,,,,17,22,,,13,15,,,,6,44,
2 Seasons,,VIR,ABA,,20,,3,,,,17,19,,,,,,,,,50,
3 Seasons,,BOS,NBA,,14,,,,,,14,17,,,,,,,,,32,
2 Seasons,,DEN,NBA,,12,,,,,,8,10,,,,,,,,,30,
1 Season,,LAL,NBA,,10,,,,,,8,8,,,,,,,,,24,
