Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,VIR,ABA,SG,1,NA,21:00,2,6,0.333,0,0,NA,3,6,0.5,0,2,3,NA,NA,6,4,7
1971-72,23,VIR,ABA,SG,1,NA,23:00,9,21,0.429,0,1,0,2,3,0.667,2,4,3,NA,NA,5,2,20
1972-73,24,PHO,NBA,PG,1,0,14:00,0,5,0,NA,NA,NA,0,0,NA,NA,2,2,NA,NA,NA,1,0
1973-74,25,PHO,NBA,PG,1,0,19:00,0,4,0,NA,NA,NA,2,2,1,0,1,4,0,1,NA,2,2
1974-75,26,PHO,NBA,PG,1,0,16:00,1,6,0.167,NA,NA,NA,0,0,NA,1,2,1,0,0,NA,3,2
Career,NA,,TOT,,5,0,93,12,42,0.286,0,1,0,7,11,0.636,3,11,13,0,1,11,12,31
,NA,,NBA,,3,0,49,1,15,0.067,NA,NA,NA,2,2,1,1,5,7,0,1,NA,6,4
,NA,,ABA,,2,NA,44,11,27,0.407,0,1,0,5,9,0.556,2,6,6,NA,NA,11,6,27
