Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,NA,DNR,ABA,NA,7,39,-0.2,0.414,0.059,0.471,NA,NA,6,0,19.6,25.2,NA,0,0,0,-0.011
Career,NA,,ABA,NA,7,39,-0.2,0.414,0.059,0.471,NA,NA,6,0,19.6,25.2,NA,0,0,0,-0.011
