,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,23,ATL,NBA,C,7,105,,,,,100%,+6.0,+29.5,2,2,12,2,4,2,5,1,5
2008-09,24,ATL,NBA,C,11,260,,,,,100%,-4.6,+8.7,2,6,24,3,18,3,6,0,8
2009-10,25,ATL,NBA,C,11,161,,,,,100%,-21.4,-18.8,2,2,15,4,11,1,6,2,3
2010-11,26,ATL,NBA,C,11,195,,,,1%,100%,-0.6,+6.5,1,3,18,3,7,3,30,0,4
2014-15,30,MIL,NBA,C,6,129,,,,,100%,-10.6,+2.8,2,3,5,0,4,1,21,1,7
2015-16,31,DAL,NBA,C,5,112,,,,,100%,-31.5,-21.4,0,2,5,0,4,1,38,0,2
2016-17,32,GSW,NBA,C,15,212,,,,5%,95%,+17.4,+5.4,1,2,9,9,9,1,28,3,3
2017-18,33,GSW,NBA,C,7,26,,,,23%,77%,+28.6,+18.8,3,0,0,0,2,0,3,0,0
2018-19,34,DET,NBA,C,2,22,,,,,100%,+2.2,+30.3,0,0,0,1,0,0,0,0,1
Career,,,NBA,,75,1222,,,,1%,99%,-3.7,+3.2,13,20,88,22,59,12,137,7,33
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ATL,NBA,,40,721,,,,,100%,-5.7,+5.0,7,13,69,12,40,9,47,3,20
2 seasons,,GSW,NBA,,22,238,,,,7%,93%,+18.7,+6.9,4,2,9,9,11,1,31,3,3
1 season,,MIL,NBA,,6,129,,,,,100%,-10.6,+2.8,2,3,5,0,4,1,21,1,7
1 season,,DAL,NBA,,5,112,,,,,100%,-31.5,-21.4,0,2,5,0,4,1,38,0,2
1 season,,DET,NBA,,2,22,,,,,100%,+2.2,+30.3,0,0,0,1,0,0,0,0,1
