,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,19,ORL,NBA,C,59,664,,,,,100%,-4.8,+3.7,11,17,36,3,35,0,28,8,25
2004-05,20,MIL,NBA,C,74,1397,,,,,100%,-0.4,+4.4,24,22,73,12,77,0,136,17,43
2005-06,21,ATL,NBA,C,78,2452,,,,,100%,-5.6,-0.6,35,57,110,54,185,31,281,34,90
2006-07,22,ATL,NBA,C,72,2026,,,,,100%,-3.3,+4.1,42,44,122,36,176,10,230,34,70
2007-08,23,ATL,NBA,C,62,944,,,,,100%,-1.4,+0.8,16,21,67,16,67,8,79,8,22
2008-09,24,ATL,NBA,C,77,1473,,,,,100%,+4.3,+3.8,14,27,95,26,111,12,130,16,39
2009-10,25,ATL,NBA,C,78,1089,,,,1%,99%,+0.4,-6.4,11,18,92,17,65,6,95,10,29
2010-11,26,ATL,NBA,C,79,1244,,,,,100%,-5.4,-6.5,16,17,95,21,83,5,124,14,44
2011-12,27,ATL,NBA,C,58,1640,,,,,100%,+2.1,-3.4,21,24,69,20,73,11,180,13,43
2012-13,28,ATL,NBA,C,52,1134,,,,,100%,-0.7,-1.6,19,19,49,21,44,2,178,9,34
2013-14,29,MIL,NBA,C,53,1325,,,,1%,99%,-7.7,+1.9,35,27,41,19,41,16,292,7,36
2014-15,30,MIL,NBA,C,73,1730,,,,,100%,+7.0,+11.0,53,41,61,28,64,12,391,15,40
2015-16,31,DAL,NBA,C,76,2004,,,,,100%,+0.1,+0.6,30,45,45,28,108,10,301,13,48
2016-17,32,GSW,NBA,C,70,1268,,,,1%,99%,+16.0,+6.2,39,17,73,27,60,6,303,9,34
2017-18,33,GSW,NBA,C,69,972,,,,,100%,+10.2,+5.2,33,9,53,21,47,2,264,11,34
2018-19,34,DET,NBA,C,68,878,,,,,100%,-4.5,-5.3,12,10,56,27,48,7,206,11,17
Career,,,NBA,,1098,22240,,,,,100%,+0.3,+1.4,411,415,1137,376,1284,138,3218,229,648
,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,ATL,NBA,,556,12002,,,,,100%,-1.6,-0.8,174,227,699,211,804,85,1297,138,371
3 seasons,,MIL,NBA,,200,4452,,,,,100%,+0.3,+6.2,112,90,175,59,182,28,819,39,119
2 seasons,,GSW,NBA,,139,2240,,,,1%,99%,+13.5,+5.8,72,26,126,48,107,8,567,20,68
1 season,,DAL,NBA,,76,2004,,,,,100%,+0.1,+0.6,30,45,45,28,108,10,301,13,48
1 season,,DET,NBA,,68,878,,,,,100%,-4.5,-5.3,12,10,56,27,48,7,206,11,17
1 season,,ORL,NBA,,59,664,,,,,100%,-4.8,+3.7,11,17,36,3,35,0,28,8,25
