,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2007-08,23,ATL,NBA,28:22,3,6,0,1,3,5,5,7,4,3,6,1,2,0,3,4,9,8.6
2008-09,24,ATL,NBA,35:01,5,10,0,0,5,10,6,8,6,12,18,2,2,1,3,5,12,15.5
2009-10,25,ATL,NBA,22:29,6,7,0,0,6,7,6,8,4,3,7,1,1,2,2,5,16,13.6
2010-11,26,ATL,NBA,26:22,5,6,0,0,5,6,3,4,5,8,13,3,1,1,2,5,13,11.1
2014-15,30,MIL,NBA,24:52,4,9,0,0,4,9,4,4,3,7,10,3,6,2,2,4,9,11.4
2015-16,31,DAL,NBA,32:01,4,7,0,0,4,7,6,6,4,5,7,9,2,1,1,5,12,15.6
2016-17,32,GSW,NBA,25:35,5,8,0,1,5,7,4,4,5,8,9,3,2,1,4,4,11,14.3
2017-18,33,GSW,NBA,5:18,2,2,0,0,2,2,4,4,3,2,5,1,1,1,1,1,6,6.7
2018-19,34,DET,NBA,17:37,2,6,0,0,2,6,1,2,1,8,9,0,0,0,1,2,5,2.5
Career,,,,35:01,6,10,0,1,6,10,6,8,6,12,18,9,6,2,4,5,16,15.6
4 Seasons,,ATL,NBA,35:01,6,10,0,1,6,10,6,8,6,12,18,3,2,2,3,5,16,15.5
2 Seasons,,GSW,NBA,25:35,5,8,0,1,5,7,4,4,5,8,9,3,2,1,4,4,11,14.3
1 Season,,MIL,NBA,24:52,4,9,0,0,4,9,4,4,3,7,10,3,6,2,2,4,9,11.4
1 Season,,DAL,NBA,32:01,4,7,0,0,4,7,6,6,4,5,7,9,2,1,1,5,12,15.6
1 Season,,DET,NBA,17:37,2,6,0,0,2,6,1,2,1,8,9,0,0,0,1,2,5,2.5
