Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2007-08,23,ATL,NBA,C,7,0,105,3.7,13.3,0.28,0,0.5,0,3.7,12.8,0.292,8,11.2,0.714,4.8,5.9,10.7,1.1,1.1,0,4.8,11.7,15.5,NA,84,117
2008-09,24,ATL,NBA,C,11,1,260,4.9,11.9,0.415,0,0,NA,4.9,11.9,0.415,7.2,9.4,0.762,6.3,10.8,17,0.7,1.1,0.7,3.1,9,17,NA,106,109
2009-10,25,ATL,NBA,C,11,0,161,6.3,12.2,0.514,0,0,NA,6.3,12.2,0.514,5.2,8.3,0.625,6.6,6.6,13.2,1,0.7,2.4,3.1,11.8,17.7,NA,110,112
2010-11,26,ATL,NBA,C,11,0,195,3.2,6.6,0.478,0,0,NA,3.2,6.6,0.478,4.9,6.3,0.773,4.9,10.6,15.5,3.7,0.6,0.3,2.6,10.6,11.2,NA,117,105
2014-15,30,MIL,NBA,C,6,6,129,6.4,16,0.4,0,0,NA,6.4,16,0.4,3.2,5.2,0.615,4.4,11.6,16,3.6,4,1.2,2,6,16,NA,95,97
2015-16,31,DAL,NBA,C,5,4,112,4.2,11.2,0.375,0,0,NA,4.2,11.2,0.375,7,7.9,0.882,4.7,7.9,12.6,7.5,1.4,0.5,0.9,6.1,15.4,NA,128,120
2016-17,32,GSW,NBA,C,15,15,212,7.2,13.5,0.533,0,0.2,0,7.2,13.3,0.542,2.9,3.8,0.765,4.1,8.8,12.9,2.7,1.8,0.9,3.2,7.2,17.4,NA,109,105
2017-18,33,GSW,NBA,C,7,0,26,7.7,13.4,0.571,0,0,NA,7.7,13.4,0.571,17.2,23,0.75,11.5,11.5,23,1.9,5.7,1.9,5.7,1.9,32.5,NA,130,91
2018-19,34,DET,NBA,C,2,0,22,4.3,12.9,0.333,0,0,NA,4.3,12.9,0.333,2.2,4.3,0.5,2.2,17.2,19.4,0,0,0,2.2,6.5,10.8,NA,71,119
Career,NA,,NBA,,75,26,1222,5.3,12,0.443,0,0.1,0,5.3,11.9,0.446,5.5,7.5,0.735,5.2,9.4,14.6,2.6,1.5,0.9,2.9,8.7,16.1,NA,107,108
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,ATL,NBA,,40,1,721,4.6,10.7,0.426,0,0.1,0,4.6,10.6,0.43,6.2,8.6,0.725,5.7,9,14.8,1.7,0.9,0.9,3.2,10.5,15.3,NA,105,110
2 seasons,NA,GSW,NBA,,22,15,238,7.3,13.5,0.537,0,0.2,0,7.3,13.3,0.545,4.4,5.9,0.759,4.8,9.1,13.9,2.6,2.2,1,3.4,6.7,19,NA,113,103
1 season,NA,MIL,NBA,,6,6,129,6.4,16,0.4,0,0,NA,6.4,16,0.4,3.2,5.2,0.615,4.4,11.6,16,3.6,4,1.2,2,6,16,NA,95,97
1 season,NA,DAL,NBA,,5,4,112,4.2,11.2,0.375,0,0,NA,4.2,11.2,0.375,7,7.9,0.882,4.7,7.9,12.6,7.5,1.4,0.5,0.9,6.1,15.4,NA,128,120
1 season,NA,DET,NBA,,2,0,22,4.3,12.9,0.333,0,0,NA,4.3,12.9,0.333,2.2,4.3,0.5,2.2,17.2,19.4,0,0,0,2.2,6.5,10.8,NA,71,119
