Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22,CIN,NBA,SF,56,NA,497,74,193,0.383,43,66,0.652,NA,NA,61,36,NA,NA,49,191
1969-70,23,CIN,NBA,SF,74,NA,2077,461,1026,0.449,176,243,0.724,NA,NA,310,107,NA,NA,209,1098
1970-71,24,TOT,NBA,SF,67,NA,909,148,368,0.402,73,106,0.689,NA,NA,151,61,NA,NA,115,369
1970-71,24,CIN,NBA,SF,1,NA,21,3,8,0.375,1,3,0.333,NA,NA,4,0,NA,NA,2,7
1970-71,24,PHI,NBA,SF,66,NA,888,145,360,0.403,72,103,0.699,NA,NA,147,61,NA,NA,113,362
1971-72,25,PHI,NBA,SF,74,NA,1699,347,837,0.415,185,243,0.761,NA,NA,276,90,NA,NA,184,879
1972-73,26,DET,NBA,SF,63,NA,1460,243,627,0.388,61,87,0.701,NA,NA,183,94,NA,NA,150,547
1973-74,27,CLE,NBA,SF,58,NA,649,112,288,0.389,54,64,0.844,43,65,108,62,19,6,79,278
1974-75,28,CLE,NBA,SF,73,NA,1136,217,521,0.417,69,97,0.711,56,54,110,103,22,2,130,503
1976-77,30,BUF,NBA,SF,59,NA,689,99,247,0.401,30,44,0.682,33,43,76,48,16,0,92,228
Career,NA,,NBA,,524,NA,9116,1701,4107,0.414,691,950,0.727,132,162,1275,601,57,8,1008,4093
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHI,NBA,,140,NA,2587,492,1197,0.411,257,346,0.743,NA,NA,423,151,NA,NA,297,1241
2 seasons,NA,CLE,NBA,,131,NA,1785,329,809,0.407,123,161,0.764,99,119,218,165,41,8,209,781
3 seasons,NA,CIN,NBA,,131,NA,2595,538,1227,0.438,220,312,0.705,NA,NA,375,143,NA,NA,260,1296
1 season,NA,DET,NBA,,63,NA,1460,243,627,0.388,61,87,0.701,NA,NA,183,94,NA,NA,150,547
1 season,NA,BUF,NBA,,59,NA,689,99,247,0.401,30,44,0.682,33,43,76,48,16,0,92,228
