Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,23,PHW,NBA,C,9,NA,415,125,252,0.496,49,110,0.445,232,19,17,299
1960-61,24,PHW,NBA,C,3,NA,144,45,96,0.469,21,38,0.553,69,6,10,111
1961-62,25,PHW,NBA,C,12,NA,576,162,347,0.467,96,151,0.636,319,37,27,420
1963-64,27,SFW,NBA,C,12,NA,558,175,322,0.543,66,139,0.475,302,39,27,416
1964-65,28,PHI,NBA,C,11,NA,536,123,232,0.53,76,136,0.559,299,48,29,322
1965-66,29,PHI,NBA,C,5,NA,240,56,110,0.509,28,68,0.412,151,15,10,140
1966-67,30,PHI,NBA,C,15,NA,718,132,228,0.579,62,160,0.388,437,135,37,326
1967-68,31,PHI,NBA,C,13,NA,631,124,232,0.534,60,158,0.38,321,85,29,308
1968-69,32,LAL,NBA,C,18,NA,832,96,176,0.545,58,148,0.392,444,46,56,250
1969-70,33,LAL,NBA,C,18,NA,851,158,288,0.549,82,202,0.406,399,81,42,398
1970-71,34,LAL,NBA,C,12,NA,554,85,187,0.455,50,97,0.515,242,53,33,220
1971-72,35,LAL,NBA,C,15,NA,703,80,142,0.563,60,122,0.492,315,49,47,220
1972-73,36,LAL,NBA,C,17,NA,801,64,116,0.552,49,98,0.5,383,60,48,177
Career,NA,,NBA,,160,NA,7559,1425,2728,0.522,757,1627,0.465,3913,673,412,3607
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,80,NA,3741,483,909,0.531,299,667,0.448,1783,289,226,1265
4 seasons,NA,PHI,NBA,,44,NA,2125,435,802,0.542,226,522,0.433,1208,283,105,1096
4 seasons,NA,"PHW,SFW",NBA,,36,NA,1693,507,1017,0.499,232,438,0.53,922,101,81,1246
