,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1959-60,23,PHW,NBA,,24,42,10,16,35,6,5,53
1960-61,24,PHW,NBA,,19,39,8,14,32,3,4,46
1961-62,25,PHW,NBA,,22,48,12,22,37,6,4,56
1963-64,27,SFW,NBA,,22,36,8,16,38,6,5,50
1964-65,28,TOT,NBA,,14,24,12,20,39,10,5,38
1964-65,28,PHI,NBA,,14,24,12,20,39,10,5,38
1965-66,29,PHI,NBA,,19,34,8,25,34,5,5,46
1966-67,30,PHI,NBA,,19,30,9,17,41,19,4,41
1967-68,31,PHI,NBA,,17,29,8,22,34,8,5,37
1968-69,32,LAL,NBA,,10,16,7,13,31,5,5,25
1969-70,33,LAL,NBA,,20,27,12,19,27,11,5,45
1970-71,34,LAL,NBA,,11,21,11,17,33,9,5,26
1971-72,35,LAL,NBA,,10,19,8,16,31,8,5,26
1972-73,36,LAL,NBA,,10,17,8,14,30,7,4,23
Career,,,,,24,48,12,25,41,19,5,56
5 Seasons,,LAL,NBA,,20,27,12,19,33,11,5,45
4 Seasons,,PHI,NBA,,19,34,12,25,41,19,5,46
4 Seasons,,"PHW,SFW",NBA,,24,48,12,22,38,6,5,56
