Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,23,PHW,NBA,C,1,1,30:00,9,20,0.45,5,7,0.714,25,2,1,23
1960-61,24,PHW,NBA,C,1,1,38:00,2,8,0.25,8,15,0.533,18,5,1,12
1961-62,25,PHW,NBA,C,1,1,37:00,17,23,0.739,8,16,0.5,24,1,4,42
1962-63,26,SFW,NBA,C,1,1,35:00,7,11,0.636,3,7,0.429,19,0,2,17
1963-64,27,SFW,NBA,C,1,0,37:00,4,14,0.286,11,14,0.786,20,1,2,19
1964-65,28,SFW,NBA,C,1,1,31:00,9,15,0.6,2,8,0.25,16,1,4,20
1965-66,29,PHI,NBA,C,1,1,25:00,8,11,0.727,5,9,0.556,9,3,2,21
1966-67,30,PHI,NBA,C,1,1,39:00,6,7,0.857,2,5,0.4,22,4,1,14
1967-68,31,PHI,NBA,C,1,1,25:00,3,4,0.75,1,4,0.25,7,6,2,7
1968-69,32,LAL,NBA,C,1,0,27:00,2,3,0.667,0,1,0,12,2,2,4
1970-71,34,LAL,NBA,C,1,0,18:00,1,1,1,0,0,NA,8,5,0,2
1971-72,35,LAL,NBA,C,1,0,24:00,3,3,1,2,8,0.25,10,3,2,8
1972-73,36,LAL,NBA,C,1,1,22:00,1,2,0.5,0,0,NA,7,3,0,2
Career,NA,,NBA,,13,9,388,72,122,0.59,47,94,0.5,197,36,23,191
