,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,20,NOH,NBA,SG,61,1418,9%,88%,3%,,,-6.0,-2.2,31,25,55,7,44,7,299,6,53
2013-14,21,NOP,NBA,PG,69,1339,79%,21%,,,,+1.2,+5.6,32,26,57,12,79,9,366,18,50
2014-15,22,TOT,NBA,PG-SG,76,1563,41%,57%,2%,,,-2.2,-8.2,33,20,68,6,55,9,366,8,25
2014-15,22,NOP,NBA,SG,35,772,34%,64%,3%,,,-0.6,-2.5,18,5,31,3,27,7,205,1,13
2014-15,22,LAC,NBA,PG,41,791,49%,50%,1%,,,-3.6,-13.7,15,15,37,3,28,2,161,7,12
2015-16,23,LAC,NBA,SG,67,1464,42%,51%,7%,,,-3.2,-12.1,24,27,47,1,46,6,245,9,32
2016-17,24,LAC,NBA,SG,74,2054,8%,67%,25%,,,-0.5,-9.5,47,47,85,9,83,12,498,25,47
2017-18,25,LAC,NBA,SG,61,2057,7%,73%,20%,,,-1.8,-4.2,53,38,65,6,72,9,586,17,57
2018-19,26,TOT,NBA,SG,76,2028,12%,83%,5%,,,+2.6,+2.2,30,21,96,5,47,26,422,14,24
2018-19,26,WAS,NBA,SG,29,683,13%,82%,5%,,,-2.2,+0.9,15,12,31,3,23,9,140,8,10
2018-19,26,HOU,NBA,SG,47,1345,11%,84%,6%,,,+5.0,0.0,15,9,65,2,24,17,282,6,14
2019-20,27,HOU,NBA,SG,60,1402,16%,59%,25%,1%,,+4.3,+1.0,14,9,62,5,44,16,247,14,23
Career,,,NBA,,544,13325,24%,64%,12%,,,-0.6,-3.6,264,213,535,51,470,94,3029,111,311
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,LAC,NBA,,243,6366,21%,63%,16%,,,-1.9,-8.9,139,127,234,19,229,29,1490,58,148
3 seasons,,"NOH,NOP",NBA,,165,3529,41%,57%,2%,,,-2.1,+0.7,81,56,143,22,150,23,870,25,116
2 seasons,,HOU,NBA,,107,2747,13%,71%,15%,,,+4.6,+0.5,29,18,127,7,68,33,529,20,37
1 season,,WAS,NBA,,29,683,13%,82%,5%,,,-2.2,+0.9,15,12,31,3,23,9,140,8,10
