,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,23,BRK,NBA,C,70,1275,,,,8%,92%,-2.3,-2.3,24,27,85,15,97,4,141,20,35
2014-15,24,BRK,NBA,C,82,1743,,,,25%,75%,-5.4,-4.0,25,37,86,34,161,3,169,36,59
2015-16,25,POR,NBA,C,82,2084,,,,2%,98%,+1.8,+2.1,59,56,115,29,144,8,543,28,63
2016-17,26,TOT,NBA,C,81,2148,,,,,100%,+0.2,+0.5,58,35,98,32,124,8,664,29,53
2016-17,26,POR,NBA,C,54,1516,,,,,100%,+0.7,+1.6,40,23,62,19,93,2,495,22,39
2016-17,26,DEN,NBA,C,27,632,,,,,100%,-0.8,-1.0,18,12,36,13,31,6,169,7,14
2017-18,27,DEN,NBA,C,74,1439,,,,,100%,-0.5,-2.8,42,26,79,10,70,3,332,22,27
2018-19,28,DEN,NBA,C,82,1731,,,,32%,68%,+3.2,-0.9,59,20,117,29,81,11,569,19,34
2019-20,29,DEN,NBA,C,53,900,,,,8%,92%,+1.1,-2.9,37,8,54,12,60,8,298,12,16
Career,,,NBA,,524,11320,,,,11%,89%,-0.2,-1.1,304,209,634,161,737,45,2716,166,287
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,DEN,NBA,,236,4702,,,,13%,87%,+1.1,-1.9,156,66,286,64,242,28,1368,60,91
2 seasons,,BRK,NBA,,152,3018,,,,18%,82%,-4.1,-3.3,49,64,171,49,258,7,310,56,94
2 seasons,,POR,NBA,,136,3600,,,,1%,99%,+1.3,+1.9,99,79,177,48,237,10,1038,50,102
