Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,TOT,ABA,NA,10,NA,49,5.9,8.8,0.667,0,0,NA,5.9,8.8,0.667,2.9,6.6,0.444,NA,NA,9.6,1.5,3.7,8.8,14.7
1967-68,25,OAK,ABA,NA,7,NA,26,5.5,6.9,0.8,0,0,NA,5.5,6.9,0.8,2.8,5.5,0.5,NA,NA,8.3,1.4,6.9,6.9,13.8
1967-68,25,DLC,ABA,NA,3,NA,23,6.3,11,0.571,0,0,NA,6.3,11,0.571,3.1,7.8,0.4,NA,NA,11,1.6,0,11,15.7
Career,NA,,ABA,NA,10,NA,49,5.9,8.8,0.667,0,0,NA,5.9,8.8,0.667,2.9,6.6,0.444,NA,NA,9.6,1.5,3.7,8.8,14.7
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,OAK,ABA,NA,7,NA,26,5.5,6.9,0.8,0,0,NA,5.5,6.9,0.8,2.8,5.5,0.5,NA,NA,8.3,1.4,6.9,6.9,13.8
1 season,NA,DLC,ABA,NA,3,NA,23,6.3,11,0.571,0,0,NA,6.3,11,0.571,3.1,7.8,0.4,NA,NA,11,1.6,0,11,15.7
