,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1978-79,19,ARIZONAST,30,500,67,133,,,36,67,,167,,,,,,170,.504,,.537,16.7,5.7,5.6,
1979-80,20,ARIZONAST,27,781,140,240,,,55,93,,161,,,,,,335,.583,,.591,28.9,12.4,6.0,
1980-81,21,ARIZONAST,28,880,150,270,,,69,114,,193,,,,,,369,.556,,.605,31.4,13.2,6.9,
Career,,,85,2161,357,643,,,160,274,,521,,,,,,874,.555,,.584,25.4,10.3,6.1,
