,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,20,BOS,NBA,SF,29,245,,20%,80%,,,-0.6,-3.1,1,4,6,1,7,0,39,0,3
2002-03,21,BOS,NBA,SF,51,666,,40%,60%,,,-4.5,-5.0,12,6,22,2,12,0,48,0,9
2003-04,22,TOT,NBA,SF,55,969,,36%,62%,1%,,+3.0,+5.9,16,7,37,3,14,0,137,5,11
2003-04,22,BOS,NBA,SF,21,408,,15%,85%,,,+7.6,+10.0,6,3,15,2,7,0,57,3,5
2003-04,22,CLE,NBA,SF,34,561,,52%,46%,2%,,-0.4,+3.1,10,4,22,1,7,0,80,2,6
2004-05,23,PHI,NBA,SF,8,55,,,100%,,,-24.8,-24.3,4,1,2,0,1,0,8,0,0
Career,,,NBA,,143,1935,,35%,65%,1%,,-0.8,+0.1,33,18,67,6,34,0,232,5,23
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,BOS,NBA,,101,1319,,28%,71%,,,0.0,0.0,19,13,43,5,26,0,144,3,17
1 season,,CLE,NBA,,34,561,,52%,46%,2%,,-0.4,+3.1,10,4,22,1,7,0,80,2,6
1 season,,PHI,NBA,,8,55,,,100%,,,-24.8,-24.3,4,1,2,0,1,0,8,0,0
