Season,Team,Lg,Salary
1987-88,Golden State Warriors,NBA,"$353,000"
1988-89,Golden State Warriors,NBA,"$303,000"
1993-94,Minnesota Timberwolves,NBA,"$200,000"
Career,(may be incomplete),,"$856,000"
