,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2017-18,21,LAC,NBA,PG,48,778,100%,,,,,+1.4,+1.4,30,12,47,1,21,19,224,6,25
2018-19,22,TOT,NBA,PG,8,65,100%,,,,,-37.5,-34.8,5,1,3,0,0,0,22,0,1
2018-19,22,PHO,NBA,PG,7,64,100%,,,,,-37.0,-28.4,5,1,3,0,0,0,22,0,1
2018-19,22,OKC,NBA,PG,1,1,100%,,,,,-100.0,-103.1,0,0,0,0,0,0,0,0,0
Career,,,NBA,,56,843,100%,,,,,-1.6,-1.4,35,13,50,1,21,19,246,6,26
,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAC,NBA,,48,778,100%,,,,,+1.4,+1.4,30,12,47,1,21,19,224,6,25
1 season,,PHO,NBA,,7,64,100%,,,,,-37.0,-28.4,5,1,3,0,0,0,22,0,1
1 season,,OKC,NBA,,1,1,100%,,,,,-100.0,-103.1,0,0,0,0,0,0,0,0,0
