,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,22,BOS,NBA,,6,,2,3,,,,,,,,14
1975-76,23,BOS,NBA,,8,,4,5,,,,,,,,18
1976-77,24,MIL,NBA,,5,10,2,2,,,5,2,,,3,12
Career,,,,,8,,4,5,,,,,,,,18
2 Seasons,,BOS,NBA,,8,,4,5,,,,,,,,18
1 Season,,MIL,NBA,,5,10,2,2,,,5,2,,,3,12
