,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,22,BOS,NBA,,1,4,1,3,,,3,2,,,,2
1975-76,23,BOS,NBA,,3,7,3,4,,,3,3,,,3,8
Career,,,,,3,7,3,4,,,3,3,,,,8
