Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,22,BOS,NBA,SF,6,NA,30,2,12,0.167,1,3,0.333,1,5,6,2,1,0,4,5
1975-76,23,BOS,NBA,SF,13,NA,68,8,26,0.308,5,6,0.833,1,7,8,4,1,0,12,21
Career,NA,,NBA,,19,NA,98,10,38,0.263,6,9,0.667,2,12,14,6,2,0,16,26
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,19,NA,98,10,38,0.263,6,9,0.667,2,12,14,6,2,0,16,26
