Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Glenn McDonald,,1.1,0.2,-0.2
Jeffery Taylor,81.0,1.2,0.3,-0.2
Ivano Newbill,79.9,1.1,0.1,-0.1
Randolph Keys,78.2,1,0.3,-0.2
Dwayne Jones,76.7,1.2,0.1,0
Corey Brewer,74.3,1,0.3,-0.2
Monty Williams,73.1,1.2,0.3,-0.1
Steve Mix,72.0,1.3,0.4,-0.3
Bob Arnzen,70.7,1,0.3,-0.1
Chris King,70.7,1.1,0,-0.1
Joe Ellis,70.4,1.3,0.4,-0.3
