Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Kenny Dennard,,1.1,0.3,0.1
Shavlik Randolph,91.8,1.1,0.4,0
Jim Tucker,88.9,1,0.3,0
Brian Skinner,87.6,0.9,0.3,0.1
Winston Bennett,86.7,1.1,0.3,0.2
Monty Williams,83.5,1.2,0.3,-0.1
Corey Brewer,82.3,1,0.3,-0.2
Tom Workman,82.2,1.3,0.4,0.1
Bob Arnzen,81.7,1,0.3,-0.1
Bob Peterson,80.4,0.9,0.4,0.2
Cal Bowdler,79.4,1,0.5,0.2
