Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1978-79,24,SEA,NBA,C,15,NA,205,29,57,0.509,18,31,0.581,22,37,59,14,1,1,9,28,76
Career,NA,,NBA,,15,NA,205,29,57,0.509,18,31,0.581,22,37,59,14,1,1,9,28,76
