Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,CLE,NBA,C,65,NA,775,94,263,0.357,23,46,0.5,NA,NA,228,54,NA,NA,80,211
1972-73,24,CLE,NBA,C,62,NA,710,71,198,0.359,34,65,0.523,NA,NA,228,51,NA,NA,79,176
1973-74,25,CLE,NBA,C,76,NA,1910,262,599,0.437,69,112,0.616,223,396,619,165,48,58,193,593
1974-75,26,CLE,NBA,C,81,NA,1269,161,387,0.416,48,73,0.658,112,217,329,93,21,20,128,370
1975-76,27,TOT,NBA,C,66,NA,918,84,220,0.382,34,54,0.63,80,148,228,80,16,16,93,202
1975-76,27,CLE,NBA,C,14,NA,136,15,38,0.395,8,10,0.8,7,21,28,9,3,5,11,38
1975-76,27,CHI,NBA,C,52,NA,782,69,182,0.379,26,44,0.591,73,127,200,71,13,11,82,164
Career,NA,,NBA,,350,NA,5582,672,1667,0.403,208,350,0.594,415,761,1632,443,85,94,573,1552
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CLE,NBA,,298,NA,4800,603,1485,0.406,182,306,0.595,342,634,1432,372,72,83,491,1388
1 season,NA,CHI,NBA,,52,NA,782,69,182,0.379,26,44,0.591,73,127,200,71,13,11,82,164
