Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,23,CLE,NBA,C,65,775,8.4,0.372,0.175,NA,NA,14.3,9.2,NA,NA,NA,-1.5,0.8,-0.7,-0.042,NA,NA,NA,NA,NA
1972-73,24,CLE,NBA,C,62,710,9.6,0.388,0.328,NA,NA,15.6,9.4,NA,NA,NA,-0.9,1.1,0.1,0.009,NA,NA,NA,NA,NA
1973-74,25,CLE,NBA,C,76,1910,13.6,0.457,0.187,11.3,22.6,16.6,11.9,1.2,1.6,NA,0.9,2,3,0.074,NA,-0.5,0.1,-0.4,0.8
1974-75,26,CLE,NBA,C,81,1269,11.3,0.441,0.189,9.4,18.2,13.8,10,0.8,0.9,NA,0.2,1.3,1.5,0.055,NA,-1.4,-0.5,-1.9,0
1975-76,27,TOT,NBA,C,66,918,9.9,0.414,0.245,8.3,17.4,12.6,12.4,0.8,1,NA,0,0.9,0.9,0.047,NA,-2,0.2,-1.8,0.1
1975-76,27,CLE,NBA,C,14,136,10.9,0.448,0.263,5.1,16.4,10.6,8.6,1,2,NA,0,0.2,0.2,0.074,NA,-2.2,0.5,-1.7,0.1
1975-76,27,CHI,NBA,C,52,782,9.8,0.407,0.242,8.8,17.6,12.9,13,0.8,0.8,NA,-0.1,0.8,0.7,0.042,NA,-2,0.2,-1.8,0
Career,NA,,NBA,,350,5582,11.2,0.426,0.21,10,20.1,14.8,10.9,1,1.2,NA,-1.3,6.1,4.8,0.041,NA,-1.1,-0.1,-1.2,0.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CLE,NBA,,298,4800,11.5,0.428,0.206,10.3,20.6,15.2,10.5,1,1.4,NA,-1.3,5.3,4.1,0.041,NA,-0.9,-0.1,-1,0.8
1 season,NA,CHI,NBA,,52,782,9.8,0.407,0.242,8.8,17.6,12.9,13,0.8,0.8,NA,-0.1,0.8,0.7,0.042,NA,-2,0.2,-1.8,0
