Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,CLE,NBA,C,65,NA,11.9,1.4,4,0.357,0.4,0.7,0.5,NA,NA,3.5,0.8,NA,NA,1.2,3.2
1972-73,24,CLE,NBA,C,62,NA,11.5,1.1,3.2,0.359,0.5,1,0.523,NA,NA,3.7,0.8,NA,NA,1.3,2.8
1973-74,25,CLE,NBA,C,76,NA,25.1,3.4,7.9,0.437,0.9,1.5,0.616,2.9,5.2,8.1,2.2,0.6,0.8,2.5,7.8
1974-75,26,CLE,NBA,C,81,NA,15.7,2,4.8,0.416,0.6,0.9,0.658,1.4,2.7,4.1,1.1,0.3,0.2,1.6,4.6
1975-76,27,TOT,NBA,C,66,NA,13.9,1.3,3.3,0.382,0.5,0.8,0.63,1.2,2.2,3.5,1.2,0.2,0.2,1.4,3.1
1975-76,27,CLE,NBA,C,14,NA,9.7,1.1,2.7,0.395,0.6,0.7,0.8,0.5,1.5,2,0.6,0.2,0.4,0.8,2.7
1975-76,27,CHI,NBA,C,52,NA,15,1.3,3.5,0.379,0.5,0.8,0.591,1.4,2.4,3.8,1.4,0.3,0.2,1.6,3.2
Career,NA,,NBA,,350,NA,15.9,1.9,4.8,0.403,0.6,1,0.594,1.9,3.4,4.7,1.3,0.4,0.4,1.6,4.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CLE,NBA,,298,NA,16.1,2,5,0.406,0.6,1,0.595,2,3.7,4.8,1.2,0.4,0.5,1.6,4.7
1 season,NA,CHI,NBA,,52,NA,15,1.3,3.5,0.379,0.5,0.8,0.591,1.4,2.4,3.8,1.4,0.3,0.2,1.6,3.2
