Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,CLE,NBA,C,65,NA,775,4.4,12.2,0.357,1.1,2.1,0.5,NA,NA,10.6,2.5,NA,NA,3.7,9.8
1972-73,24,CLE,NBA,C,62,NA,710,3.6,10,0.359,1.7,3.3,0.523,NA,NA,11.6,2.6,NA,NA,4,8.9
1973-74,25,CLE,NBA,C,76,NA,1910,4.9,11.3,0.437,1.3,2.1,0.616,4.2,7.5,11.7,3.1,0.9,1.1,3.6,11.2
1974-75,26,CLE,NBA,C,81,NA,1269,4.6,11,0.416,1.4,2.1,0.658,3.2,6.2,9.3,2.6,0.6,0.6,3.6,10.5
1975-76,27,TOT,NBA,C,66,NA,918,3.3,8.6,0.382,1.3,2.1,0.63,3.1,5.8,8.9,3.1,0.6,0.6,3.6,7.9
1975-76,27,CLE,NBA,C,14,NA,136,4,10.1,0.395,2.1,2.6,0.8,1.9,5.6,7.4,2.4,0.8,1.3,2.9,10.1
1975-76,27,CHI,NBA,C,52,NA,782,3.2,8.4,0.379,1.2,2,0.591,3.4,5.8,9.2,3.3,0.6,0.5,3.8,7.5
Career,NA,,NBA,,350,NA,5582,4.3,10.8,0.403,1.3,2.3,0.594,3.6,6.7,10.5,2.9,0.7,0.8,3.7,10
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CLE,NBA,,298,NA,4800,4.5,11.1,0.406,1.4,2.3,0.595,3.7,6.9,10.7,2.8,0.8,0.9,3.7,10.4
1 season,NA,CHI,NBA,,52,NA,782,3.2,8.4,0.379,1.2,2,0.591,3.4,5.8,9.2,3.3,0.6,0.5,3.8,7.5
