,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,24,TOT,NBA,SG-PG,68,931,44%,55%,,,,-11.9,-4.9,34,18,40,4,19,8,262,6,17
2008-09,24,SAC,NBA,SG,47,675,33%,66%,1%,,,-14.6,-6.2,25,14,29,3,14,6,197,3,9
2008-09,24,MIN,NBA,PG,21,256,74%,27%,,,,-4.9,+0.8,9,4,11,1,5,2,65,3,8
2009-10,25,TOT,NBA,PG,45,519,77%,22%,,,,-9.5,-4.8,27,9,8,5,4,11,209,1,9
2009-10,25,NOH,NBA,PG,22,328,64%,35%,1%,,,-2.9,+0.1,17,2,5,3,2,7,113,0,5
2009-10,25,LAC,NBA,PG,23,191,100%,,,,,-20.7,-14.4,10,7,3,2,2,4,96,1,4
2016-17,32,HOU,NBA,PG,25,123,100%,,,,,-10.2,-16.8,1,1,2,0,1,0,34,0,1
2017-18,33,HOU,NBA,PG,20,115,82%,18%,,,,-24.2,-33.8,4,4,4,0,1,0,30,0,2
Career,,,NBA,,158,1688,61%,39%,,,,-11.9,-7.7,66,32,54,9,25,19,535,7,29
,,,,,,,,,,,,,,,,,,,,,,
1 season,,SAC,NBA,,47,675,33%,66%,1%,,,-14.6,-6.2,25,14,29,3,14,6,197,3,9
2 seasons,,HOU,NBA,,45,238,91%,9%,,,,-16.9,-25.0,5,5,6,0,2,0,64,0,3
1 season,,LAC,NBA,,23,191,100%,,,,,-20.7,-14.4,10,7,3,2,2,4,96,1,4
1 season,,NOH,NBA,,22,328,64%,35%,1%,,,-2.9,+0.1,17,2,5,3,2,7,113,0,5
1 season,,MIN,NBA,,21,256,74%,27%,,,,-4.9,+0.8,9,4,11,1,5,2,65,3,8
