,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,24,TOT,NBA,SG-PG,68,931,.392,16.9,.639,.197,.075,.058,.308,.361,.417,.437,.296,.476,.423,.346,.240,.019,5,.667,.185,.458,5,0
2008-09,24,SAC,NBA,SG,47,675,.381,17.1,.619,.202,.077,.053,.287,.381,.412,.400,.263,.462,.451,.330,.286,.016,4,.613,.170,.563,5,0
2008-09,24,MIN,NBA,PG,21,256,.416,16.6,.681,.186,.071,.071,.354,.319,.429,.524,.375,.500,.375,.389,.152,.027,1,.786,.222,.250,0,0
2009-10,25,TOT,NBA,PG,45,519,.371,17.4,.586,.181,.089,.063,.253,.414,.446,.628,.571,.067,.367,.265,.290,.025,6,.808,.122,.083,3,0
2009-10,25,NOH,NBA,PG,22,328,.395,17.6,.566,.191,.079,.046,.250,.434,.500,.724,.583,.143,.368,.258,.326,.039,6,.824,.106,.000,2,0
2009-10,25,LAC,NBA,PG,23,191,.329,17.2,.624,.165,.106,.094,.259,.376,.358,.429,.556,.000,.364,.281,.211,.000,0,.778,.156,.200,1,0
2016-17,32,HOU,NBA,PG,25,123,.383,20.0,.417,.067,.133,.100,.117,.583,.360,.250,.375,.333,.429,.400,.222,.000,0,.786,.086,.667,0,0
2017-18,33,HOU,NBA,PG,20,115,.328,20.8,.310,.121,.034,.086,.069,.690,.444,.571,.000,.400,.500,.275,.000,.000,0,.273,.075,.667,0,0
Career,,,NBA,,158,1688,.379,17.7,.576,.175,.081,.066,.255,.424,.425,.504,.397,.319,.407,.317,.246,.018,11,.677,.139,.381,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,SAC,NBA,,47,675,.381,17.1,.619,.202,.077,.053,.287,.381,.412,.400,.263,.462,.451,.330,.286,.016,4,.613,.170,.563,5,0
2 seasons,,HOU,NBA,,45,238,.356,20.4,.364,.093,.085,.093,.093,.636,.395,.455,.300,.364,.455,.333,.118,.000,0,.560,.080,.667,0,0
1 season,,LAC,NBA,,23,191,.329,17.2,.624,.165,.106,.094,.259,.376,.358,.429,.556,.000,.364,.281,.211,.000,0,.778,.156,.200,1,0
1 season,,NOH,NBA,,22,328,.395,17.6,.566,.191,.079,.046,.250,.434,.500,.724,.583,.143,.368,.258,.326,.039,6,.824,.106,.000,2,0
1 season,,MIN,NBA,,21,256,.416,16.6,.681,.186,.071,.071,.354,.319,.429,.524,.375,.500,.375,.389,.152,.027,1,.786,.222,.250,0,0
