,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1979-80,18,UNC,14,,74,126,,,27,45,,104,26,17,22,47,37,175,.587,,.600,,12.5,7.4,1.9
1980-81,19,UNC,36,,208,416,,,96,150,,301,100,48,35,111,99,512,.500,,.640,,14.2,8.4,2.8
1981-82,20,UNC,34,,203,354,,,126,187,,215,82,52,37,94,75,532,.573,,.674,,15.6,6.3,2.4
Career,,,84,,485,896,,,249,382,,620,208,117,94,252,211,1219,.541,,.652,,14.5,7.4,2.5
