Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1982-83,21,LAL,NBA,SF,77,1,1970,10.5,18.1,0.579,0,0.1,0.25,10.5,18,0.581,3.2,5.2,0.624,3.7,5.7,9.4,3.1,2.1,1.5,4.2,5.2,24.2,NA,109,105
1983-84,22,LAL,NBA,PF,82,53,2415,9.5,17.1,0.556,0,0.1,0,9.5,16.9,0.56,3.7,4.9,0.759,3,6.9,9.9,4,1.5,1.3,3.5,4.7,22.7,NA,113,107
1984-85,23,LAL,NBA,SF,80,76,2696,10.5,18.4,0.572,0,0.1,0,10.5,18.3,0.576,3.3,4.2,0.776,2.9,5.9,8.8,3.5,1.5,1.2,3.4,3.4,24.3,NA,114,107
1985-86,24,LAL,NBA,SF,75,73,2454,12,20.7,0.579,0,0.2,0,12,20.4,0.586,4.6,6,0.771,2.6,4.8,7.4,3.8,1.6,1.5,2.8,3.7,28.6,NA,120,107
1986-87,25,LAL,NBA,SF,82,82,2819,10.9,20.2,0.539,0,0.2,0,10.9,20,0.545,4.9,6.5,0.751,2.6,5.2,7.8,3.8,1.8,1.4,2.8,3.5,26.7,NA,116,107
1987-88,26,LAL,NBA,SF,75,72,2655,11.3,21.2,0.531,0,0.3,0.125,11.2,20.9,0.537,4.4,5.5,0.796,2.4,4.5,6.8,5.3,1.3,1,2.8,3.2,27,NA,115,109
1988-89,27,LAL,NBA,SF,81,81,2960,11.4,20.8,0.548,0,0.4,0.087,11.3,20.4,0.556,4.1,5.2,0.782,2.7,5.2,7.9,4.7,1.7,0.9,2.9,2.8,26.8,NA,117,108
1989-90,28,LAL,NBA,SF,80,80,2960,12,21.9,0.548,0.3,0.8,0.306,11.7,21,0.557,4.2,5.3,0.782,2.7,5.4,8,4.8,1.7,0.8,2.7,3.2,28.4,NA,119,108
1990-91,29,LAL,NBA,SF,78,74,3008,12.1,24.7,0.492,0.4,1.5,0.289,11.7,23.1,0.505,3.6,4.5,0.797,1.8,4.2,6,4.7,1.8,0.6,2.2,2,28.3,NA,113,107
1991-92,30,LAL,NBA,SF,54,54,2108,11.1,24.8,0.447,0.2,1.1,0.209,10.9,23.7,0.457,4.1,5,0.814,2.4,5.1,7.5,6.2,1.9,0.6,3.1,2.2,26.5,NA,104,110
1992-93,31,LAL,NBA,SF,82,69,2359,10.8,24.2,0.447,0.6,2.3,0.27,10.2,21.8,0.466,3.6,4.5,0.81,1.5,3.7,5.2,5.9,1.9,0.6,2.9,1.8,25.8,NA,104,111
1993-94,32,LAL,NBA,SF,80,2,1597,10.7,26.4,0.406,1,3.5,0.288,9.7,22.9,0.424,3.1,4.3,0.741,1.5,4.2,5.7,4.8,1.4,0.6,3.1,2.5,25.6,NA,96,112
Career,NA,,NBA,,926,717,30001,11.1,21.3,0.521,0.2,0.8,0.241,10.9,20.5,0.532,4,5.1,0.769,2.5,5.1,7.6,4.5,1.7,1,3,3.2,26.3,NA,112,108
