,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,27,BRK,NBA,PF,53,499,,,,79%,21%,-2.6,-5.3,5,7,27,2,6,3,58,3,10
2013-14,28,BRK,NBA,SF,72,1396,,,35%,64%,1%,-3.3,-3.9,23,16,76,5,23,1,134,5,22
2014-15,29,BRK,NBA,PF,40,892,,,,96%,3%,-1.5,+2.2,15,25,32,5,18,1,104,3,10
2015-16,30,PHO,NBA,PF,79,1686,,,4%,84%,13%,-5.7,+2.8,26,35,80,13,49,4,213,7,36
2016-17,31,MIL,NBA,PF,70,1133,,,2%,90%,8%,+3.5,+4.8,18,10,54,5,20,2,114,4,9
2017-18,32,MIL,NBA,PF,10,159,,,42%,54%,5%,-10.7,-11.1,5,1,6,0,0,0,25,0,1
Career,,,NBA,,324,5765,,,11%,81%,8%,-2.5,+0.4,92,94,275,30,116,11,648,22,88
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,BRK,NBA,,165,2787,,,17%,77%,5%,-2.6,-2.2,43,48,135,12,47,5,296,11,42
2 seasons,,MIL,NBA,,80,1292,,,7%,85%,7%,+1.7,+2.8,23,11,60,5,20,2,139,4,10
1 season,,PHO,NBA,,79,1686,,,4%,84%,13%,-5.7,+2.8,26,35,80,13,49,4,213,7,36
