Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,25,TOT,BAA,NA,33,NA,NA,NA,NA,0.319,NA,NA,0.659,NA,NA,NA,NA
1947-48,25,CHS,BAA,NA,19,NA,NA,NA,NA,0.191,NA,NA,0.55,NA,NA,NA,NA
1947-48,25,PRO,BAA,NA,14,NA,NA,NA,NA,0.361,NA,NA,0.69,NA,NA,NA,NA
1948-49,26,TOT,BAA,NA,36,NA,NA,NA,NA,0.381,NA,NA,0.679,NA,NA,NA,NA
1948-49,26,WSC,BAA,NA,13,NA,NA,NA,NA,0.381,NA,NA,0.75,NA,NA,NA,NA
1948-49,26,BLB,BAA,NA,23,NA,NA,NA,NA,0.381,NA,NA,0.659,NA,NA,NA,NA
1949-50,27,DNN,NBA,NA,62,NA,NA,NA,NA,0.397,NA,NA,0.705,NA,NA,NA,NA
Career,NA,,TOT,NA,131,NA,NA,NA,NA,0.376,NA,NA,0.691,NA,NA,NA,NA
,NA,,BAA,NA,69,NA,NA,NA,NA,0.338,NA,NA,0.667,NA,NA,NA,NA
,NA,,NBA,NA,62,NA,NA,NA,NA,0.397,NA,NA,0.705,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNN,NBA,NA,62,NA,NA,NA,NA,0.397,NA,NA,0.705,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,23,NA,NA,NA,NA,0.381,NA,NA,0.659,NA,NA,NA,NA
1 season,NA,CHS,BAA,NA,19,NA,NA,NA,NA,0.191,NA,NA,0.55,NA,NA,NA,NA
1 season,NA,PRO,BAA,NA,14,NA,NA,NA,NA,0.361,NA,NA,0.69,NA,NA,NA,NA
1 season,NA,WSC,BAA,NA,13,NA,NA,NA,NA,0.381,NA,NA,0.75,NA,NA,NA,NA
