,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1947-48,25,TOT,BAA,,8,,13,,,,,21
1947-48,25,CHS,BAA,,2,,3,,,,,5
1947-48,25,PRO,BAA,,8,,13,,,,,21
1948-49,26,TOT,BAA,,5,,5,8,,,,12
1948-49,26,WSC,BAA,,3,,2,3,,,,8
1948-49,26,BLB,BAA,,5,,5,8,,,,12
1949-50,27,DNN,NBA,,10,,9,12,,,,23
Career,,,TOT,,10,,13,,,,,23
,,,NBA,,10,,9,12,,,,23
,,,BAA,,8,,13,,,,,21
,,,,,,,,,,,,
1 Season,,DNN,NBA,,10,,9,12,,,,23
1 Season,,BLB,BAA,,5,,5,8,,,,12
1 Season,,CHS,BAA,,2,,3,,,,,5
1 Season,,PRO,BAA,,8,,13,,,,,21
1 Season,,WSC,BAA,,3,,2,3,,,,8
