Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,25,TOT,BAA,NA,33,NA,NA,1.8,5.8,0.319,1.8,2.8,0.659,NA,0.2,2.2,5.5
1947-48,25,CHS,BAA,NA,19,NA,NA,0.5,2.5,0.191,0.6,1.1,0.55,NA,0.1,1.2,1.5
1947-48,25,PRO,BAA,NA,14,NA,NA,3.7,10.3,0.361,3.5,5.1,0.69,NA,0.4,3.5,10.9
1948-49,26,TOT,BAA,NA,36,NA,NA,0.9,2.3,0.381,1,1.5,0.679,NA,0.3,1.8,2.8
1948-49,26,WSC,BAA,NA,13,NA,NA,0.6,1.6,0.381,0.7,0.9,0.75,NA,0.1,1.2,1.9
1948-49,26,BLB,BAA,NA,23,NA,NA,1,2.7,0.381,1.2,1.8,0.659,NA,0.5,2.1,3.3
1949-50,27,DNN,NBA,NA,62,NA,NA,3.3,8.3,0.397,3,4.3,0.705,NA,1.5,3.4,9.6
Career,NA,,TOT,NA,131,NA,NA,2.3,6,0.376,2.2,3.1,0.691,NA,0.9,2.7,6.7
,NA,,BAA,NA,69,NA,NA,1.3,4,0.338,1.4,2.1,0.667,NA,0.3,2,4.1
,NA,,NBA,NA,62,NA,NA,3.3,8.3,0.397,3,4.3,0.705,NA,1.5,3.4,9.6
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNN,NBA,NA,62,NA,NA,3.3,8.3,0.397,3,4.3,0.705,NA,1.5,3.4,9.6
1 season,NA,BLB,BAA,NA,23,NA,NA,1,2.7,0.381,1.2,1.8,0.659,NA,0.5,2.1,3.3
1 season,NA,CHS,BAA,NA,19,NA,NA,0.5,2.5,0.191,0.6,1.1,0.55,NA,0.1,1.2,1.5
1 season,NA,PRO,BAA,NA,14,NA,NA,3.7,10.3,0.361,3.5,5.1,0.69,NA,0.4,3.5,10.9
1 season,NA,WSC,BAA,NA,13,NA,NA,0.6,1.6,0.381,0.7,0.9,0.75,NA,0.1,1.2,1.9
