Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,25,TOT,BAA,NA,33,NA,NA,0.394,0.476,NA,NA,NA,NA,NA,1.5,0,1.6,NA
1947-48,25,CHS,BAA,NA,19,NA,NA,0.26,0.426,NA,NA,NA,NA,NA,-0.2,0.2,-0.1,NA
1947-48,25,PRO,BAA,NA,14,NA,NA,0.437,0.493,NA,NA,NA,NA,NA,1.8,-0.1,1.6,NA
1948-49,26,TOT,BAA,NA,36,NA,NA,0.466,0.631,NA,NA,NA,NA,NA,0.8,0.3,1.1,NA
1948-49,26,WSC,BAA,NA,13,NA,NA,0.476,0.571,NA,NA,NA,NA,NA,0.2,0.1,0.3,NA
1948-49,26,BLB,BAA,NA,23,NA,NA,0.463,0.651,NA,NA,NA,NA,NA,0.6,0.1,0.8,NA
1949-50,27,DNN,NBA,NA,62,NA,NA,0.471,0.514,NA,NA,NA,NA,NA,4.3,-0.7,3.6,NA
Career,NA,,TOT,NA,131,NA,NA,0.452,0.517,NA,NA,NA,NA,NA,6.7,-0.4,6.3,NA
,NA,,BAA,NA,69,NA,NA,0.417,0.524,NA,NA,NA,NA,NA,2.4,0.3,2.7,NA
,NA,,NBA,NA,62,NA,NA,0.471,0.514,NA,NA,NA,NA,NA,4.3,-0.7,3.6,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNN,NBA,NA,62,NA,NA,0.471,0.514,NA,NA,NA,NA,NA,4.3,-0.7,3.6,NA
1 season,NA,BLB,BAA,NA,23,NA,NA,0.463,0.651,NA,NA,NA,NA,NA,0.6,0.1,0.8,NA
1 season,NA,CHS,BAA,NA,19,NA,NA,0.26,0.426,NA,NA,NA,NA,NA,-0.2,0.2,-0.1,NA
1 season,NA,PRO,BAA,NA,14,NA,NA,0.437,0.493,NA,NA,NA,NA,NA,1.8,-0.1,1.6,NA
1 season,NA,WSC,BAA,NA,13,NA,NA,0.476,0.571,NA,NA,NA,NA,NA,0.2,0.1,0.3,NA
