Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,20,BLB,BAA,,22,,,1.2,4.6,.267,1.0,1.7,.595,,0.3,1.5,3.5
1948-49,21,Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL),Did Not Play (other pro league—NBL)
1949-50,22,SYR,NBA,,62,,,2.8,8.5,.334,2.0,2.8,.716,,3.0,2.5,7.7
1950-51,23,SYR,NBA,,51,,,2.5,7.5,.325,2.3,3.1,.736,3.8,3.7,2.7,7.2
1951-52,24,SYR,NBA,SG,66,,33.5,3.1,9.3,.335,2.8,3.7,.759,3.4,3.3,2.5,9.1
1952-53,25,SYR,NBA,SG,67,,40.1,4.6,11.9,.383,5.1,6.2,.817,3.7,4.4,3.1,14.2
1953-54,26,SYR,NBA,SG,71,,38.4,4.5,11.8,.377,4.2,5.2,.813,4.1,5.1,2.6,13.1
1954-55,27,SYR,NBA,SG,72,,41.0,5.2,14.4,.362,4.2,5.1,.811,4.3,6.7,1.9,14.6
1955-56,28,SYR,NBA,SG,57,,32.0,4.0,11.8,.339,3.3,4.1,.807,2.7,4.8,2.3,11.3
1956-57,29,SYR,NBA,PG,65,,19.0,2.2,6.8,.324,1.6,1.9,.821,2.0,3.0,1.4,6.0
1957-58,30,SYR,NBA,PG,64,,11.9,1.7,4.9,.340,0.8,1.0,.841,1.7,1.5,1.4,4.2
1958-59,31,SYR,NBA,SG,21,,12.7,1.5,4.7,.327,1.2,1.4,.897,1.9,1.7,1.2,4.3
1959-60,32,SYR,NBA,,4,,1.8,0.0,1.0,.000,0.0,0.0,,0.3,0.0,0.3,0.0
Career,NA,,TOT,,622,,30.1,3.3,9.4,.350,2.8,3.6,.792,3.1,3.8,2.2,9.4
,NA,,NBA,,600,,30.1,3.4,9.5,.351,2.9,3.6,.796,3.1,3.9,2.2,9.6
,NA,,BAA,,22,,,1.2,4.6,.267,1.0,1.7,.595,,0.3,1.5,3.5
,NA,,,,,,,,,,,,,,,,
11 seasons,NA,SYR,NBA,,600,,30.1,3.4,9.5,.351,2.9,3.6,.796,3.1,3.9,2.2,9.6
1 season,NA,BLB,BAA,,22,,,1.2,4.6,.267,1.0,1.7,.595,,0.3,1.5,3.5
