,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,20,PHO,NBA,PF,82,2570,.472,4.1,.988,.558,.320,.089,.020,.012,.476,.579,.376,.270,.118,.200,.554,.193,140,.500,.300,.333,4,0
2003-04,21,PHO,NBA,PF,55,2025,.475,6.3,.994,.429,.296,.162,.108,.006,.477,.609,.414,.357,.301,.200,.459,.147,112,1.000,.000,,1,0
2004-05,22,PHO,NBA,C,80,2889,.559,7.0,.988,.460,.209,.155,.165,.012,.564,.708,.412,.449,.459,.188,.597,.195,237,.667,.188,.333,3,0
2005-06,23,PHO,NBA,C,3,50,.333,7.7,.963,.370,.296,.111,.185,.037,.346,.600,.125,.000,.400,.000,.333,.037,1,,1.000,.000,0,0
2006-07,24,PHO,NBA,C,82,2689,.575,5.7,.997,.530,.215,.107,.145,.003,.577,.691,.449,.442,.451,.000,.649,.191,180,,.000,,0,0
2007-08,25,PHO,NBA,C,79,2677,.590,7.0,.974,.453,.229,.123,.169,.026,.601,.734,.458,.530,.488,.161,.701,.182,211,.400,.290,.333,1,0
2008-09,26,PHO,NBA,PF,53,1948,.539,7.8,.991,.426,.214,.092,.259,.009,.540,.652,.481,.362,.469,.429,.571,.159,109,.667,.000,,1,0
2009-10,27,PHO,NBA,PF,82,2838,.557,7.1,.995,.428,.264,.110,.193,.005,.559,.675,.518,.468,.410,.167,.612,.164,187,1.000,.167,.000,2,0
2010-11,28,NYK,NBA,C,78,2870,.502,8.9,.984,.314,.295,.138,.238,.016,.503,.641,.426,.422,.465,.435,.523,.086,119,.800,.304,.571,0,0
2011-12,29,NYK,NBA,PF,47,1543,.483,8.8,.968,.394,.205,.102,.266,.032,.491,.709,.328,.269,.379,.238,.611,.142,83,.800,.381,.125,1,0
2012-13,30,NYK,NBA,PF,29,682,.577,4.7,1.000,.592,.240,.071,.097,.000,.577,.677,.484,.263,.423,,.597,.184,47,,,,0,0
2013-14,31,NYK,NBA,C,65,1466,.557,7.7,1.000,.430,.233,.073,.263,.000,.557,.679,.500,.512,.422,,.621,.147,76,,,,0,0
2014-15,32,TOT,NBA,PF,59,1245,.557,5.8,.992,.514,.278,.073,.127,.008,.562,.687,.485,.389,.323,.000,.469,.127,57,,.000,,1,0
2014-15,32,NYK,NBA,PF,36,865,.543,5.2,.990,.553,.270,.074,.093,.010,.549,.669,.440,.348,.310,.000,.426,.141,42,,.000,,0,0
2014-15,32,DAL,NBA,PF,23,380,.581,6.8,.994,.447,.291,.073,.184,.006,.584,.725,.558,.462,.333,.000,.538,.101,15,,.000,,1,0
2015-16,33,MIA,NBA,C,52,762,.566,4.8,1.000,.624,.163,.063,.149,.000,.566,.623,.472,.500,.455,,.712,.158,34,,,,0,0
Career,,,NBA,,846,26254,.537,6.9,.988,.448,.249,.116,.175,.012,.540,.670,.441,.418,.431,.236,.591,.159,1593,.700,.252,.313,14,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,PHO,NBA,,516,17686,.544,6.5,.989,.467,.246,.122,.154,.011,.547,.670,.443,.427,.436,.190,.604,.177,1177,.600,.215,.294,12,0
5 seasons,,NYK,NBA,,255,7426,.518,8.0,.986,.395,.259,.108,.223,.014,.521,.670,.428,.390,.428,.319,.554,.121,367,.800,.319,.333,1,0
1 season,,MIA,NBA,,52,762,.566,4.8,1.000,.624,.163,.063,.149,.000,.566,.623,.472,.500,.455,,.712,.158,34,,,,0,0
1 season,,DAL,NBA,,23,380,.581,6.8,.994,.447,.291,.073,.184,.006,.584,.725,.558,.462,.333,.000,.538,.101,15,,.000,,1,0
