,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,20,PHO,NBA,PF,82,2570,,,1%,81%,18%,-0.8,-5.5,39,66,96,49,236,0,165,72,104
2003-04,21,PHO,NBA,PF,55,2025,,,5%,61%,35%,-3.4,+1.5,46,70,86,39,207,0,172,39,81
2004-05,22,PHO,NBA,C,80,2889,,,,16%,84%,+9.9,+9.0,48,64,133,44,375,0,319,96,94
2005-06,23,PHO,NBA,C,3,50,,,,7%,93%,-1.9,-8.0,0,0,2,1,5,0,4,1,4
2006-07,24,PHO,NBA,C,82,2689,,,,2%,99%,+8.1,+1.0,50,56,130,68,312,17,193,97,82
2007-08,25,PHO,NBA,C,79,2677,,,,22%,78%,+7.7,+6.2,35,57,157,44,366,9,266,110,76
2008-09,26,PHO,NBA,PF,53,1948,,,,64%,36%,+2.2,+0.2,42,49,73,32,177,3,241,42,60
2009-10,27,PHO,NBA,PF,82,2838,,,,83%,17%,+5.1,-1.5,39,82,140,42,313,18,201,81,103
2010-11,28,NYK,NBA,C,78,2870,,,,32%,68%,+1.0,-0.4,49,104,135,51,299,10,491,70,120
2011-12,29,NYK,NBA,PF,47,1543,,,1%,84%,15%,-2.1,-10.5,25,47,63,22,126,6,126,34,59
2012-13,30,NYK,NBA,PF,29,682,,,,52%,48%,+2.2,-2.8,5,23,44,8,56,4,33,6,32
2013-14,31,NYK,NBA,C,65,1466,,,,58%,42%,-6.4,-8.4,11,33,71,20,95,6,85,21,33
2014-15,32,TOT,NBA,PF,59,1245,,,,58%,42%,-3.7,-0.2,14,34,62,15,81,9,104,26,44
2014-15,32,NYK,NBA,PF,36,865,,,,48%,52%,-3.1,+9.0,12,26,41,11,56,8,87,15,29
2014-15,32,DAL,NBA,PF,23,380,,,,80%,20%,-4.7,-8.5,2,8,21,4,25,1,17,11,15
2015-16,33,MIA,NBA,C,52,762,,,,,100%,+0.8,-1.6,10,18,48,6,33,2,60,7,29
Career,,,NBA,,846,26254,,,1%,46%,53%,+2.6,-0.1,413,703,1240,441,2681,84,2460,702,921
,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,PHO,NBA,,516,17686,,,1%,45%,54%,+4.6,+1.7,299,444,817,319,1991,47,1561,538,604
5 seasons,,NYK,NBA,,255,7426,,,,52%,48%,-1.5,-3.2,102,233,354,112,632,34,822,146,273
1 season,,MIA,NBA,,52,762,,,,,100%,+0.8,-1.6,10,18,48,6,33,2,60,7,29
1 season,,DAL,NBA,,23,380,,,,80%,20%,-4.7,-8.5,2,8,21,4,25,1,17,11,15
